Epoch,MAE,RMSE
663,tensor(15.2032),tensor(21.2733)
664,tensor(12.6438),tensor(19.7709)
665,tensor(30.1400),tensor(37.0215)
666,tensor(11.5631),tensor(18.5857)
667,tensor(9.5598),tensor(19.3848)
668,tensor(30.2110),tensor(35.8427)
669,tensor(26.1189),tensor(29.4548)
670,tensor(10.8594),tensor(20.2861)
671,tensor(9.6295),tensor(17.3403)
672,tensor(23.1180),tensor(34.5640)
673,tensor(11.8538),tensor(21.7331)
674,tensor(20.5585),tensor(33.1495)
675,tensor(12.4709),tensor(24.0818)
676,tensor(10.1150),tensor(14.7501)
677,tensor(13.2674),tensor(26.0236)
678,tensor(11.5062),tensor(21.4469)
679,tensor(13.9944),tensor(24.8999)
680,tensor(11.2385),tensor(21.0977)
681,tensor(15.6122),tensor(19.9253)
682,tensor(10.7640),tensor(20.6736)
683,tensor(15.6250),tensor(21.9378)
684,tensor(10.2501),tensor(17.6422)
685,tensor(15.2520),tensor(29.9776)
686,tensor(12.0249),tensor(18.6867)
687,tensor(14.9268),tensor(23.1446)
688,tensor(25.4659),tensor(32.1712)
689,tensor(15.8615),tensor(29.3535)
690,tensor(9.5421),tensor(16.0498)
691,tensor(17.0980),tensor(26.5272)
692,tensor(10.1651),tensor(18.3639)
693,tensor(13.4041),tensor(25.9838)
694,tensor(14.1787),tensor(19.7852)
695,tensor(22.2275),tensor(35.0538)
696,tensor(15.7661),tensor(24.4191)
697,tensor(11.6974),tensor(19.1826)
698,tensor(13.8237),tensor(20.1398)
699,tensor(15.9733),tensor(20.4838)
700,tensor(10.5207),tensor(20.5378)
701,tensor(17.1669),tensor(22.8192)
702,tensor(25.2674),tensor(29.7501)
703,tensor(16.8472),tensor(22.9066)
704,tensor(10.9314),tensor(21.8917)
705,tensor(11.9276),tensor(19.4096)
706,tensor(9.7523),tensor(19.4413)
707,tensor(11.5356),tensor(20.8802)
708,tensor(18.0430),tensor(25.3226)
709,tensor(18.8351),tensor(29.9518)
710,tensor(11.8422),tensor(19.0205)
711,tensor(10.8164),tensor(22.4331)
712,tensor(12.3132),tensor(21.0011)
713,tensor(11.9590),tensor(23.8053)
714,tensor(17.6676),tensor(23.6173)
715,tensor(23.5677),tensor(32.7766)
716,tensor(12.0912),tensor(21.8943)
717,tensor(17.6663),tensor(24.2751)
718,tensor(9.8085),tensor(16.5988)
719,tensor(10.6585),tensor(20.8696)
720,tensor(15.5077),tensor(23.2933)
721,tensor(14.2686),tensor(26.7564)
722,tensor(10.8316),tensor(21.8685)
723,tensor(18.1388),tensor(26.7098)
724,tensor(11.8552),tensor(23.2559)
725,tensor(10.0838),tensor(20.4438)
726,tensor(13.8369),tensor(24.6164)
727,tensor(9.7114),tensor(17.4356)
728,tensor(26.1941),tensor(39.3298)
729,tensor(23.0550),tensor(26.4176)
730,tensor(12.1574),tensor(24.4239)
731,tensor(12.0068),tensor(19.8125)
732,tensor(10.0748),tensor(20.8685)
733,tensor(20.9928),tensor(31.0874)
734,tensor(18.2527),tensor(25.1922)
735,tensor(18.4937),tensor(26.5298)
736,tensor(10.0939),tensor(18.6657)
737,tensor(9.7721),tensor(19.6434)
738,tensor(12.2782),tensor(21.5426)
739,tensor(14.1286),tensor(27.0074)
740,tensor(21.5346),tensor(38.3216)
741,tensor(13.0765),tensor(21.5951)
742,tensor(15.0263),tensor(26.2901)
743,tensor(14.3907),tensor(23.3677)
744,tensor(17.0355),tensor(28.5583)
745,tensor(18.0612),tensor(28.3670)
746,tensor(11.2820),tensor(19.0344)
747,tensor(11.8998),tensor(22.2771)
748,tensor(19.8355),tensor(25.2502)
749,tensor(18.4988),tensor(22.5854)
750,tensor(13.4670),tensor(23.7487)
751,tensor(11.4862),tensor(21.5694)
752,tensor(10.7217),tensor(19.3977)
753,tensor(12.3760),tensor(23.4106)
754,tensor(11.0468),tensor(19.6648)
755,tensor(12.8891),tensor(21.6392)
756,tensor(12.1987),tensor(24.4274)
757,tensor(12.1827),tensor(23.9871)
758,tensor(21.4076),tensor(32.0781)
759,tensor(10.5638),tensor(19.0552)
760,tensor(9.5788),tensor(18.3515)
761,tensor(16.5243),tensor(26.8604)
762,tensor(14.9927),tensor(26.3059)
763,tensor(16.1636),tensor(22.8990)
764,tensor(15.6555),tensor(25.5729)
765,tensor(15.2919),tensor(20.2715)
766,tensor(13.1213),tensor(20.1819)
767,tensor(13.6188),tensor(27.1562)
768,tensor(10.3078),tensor(19.6513)
769,tensor(15.2040),tensor(26.8807)
770,tensor(11.8663),tensor(22.1401)
771,tensor(17.1594),tensor(22.8773)
772,tensor(9.5177),tensor(18.8657)
773,tensor(16.3093),tensor(22.3300)
774,tensor(15.8878),tensor(22.4364)
775,tensor(15.4854),tensor(24.7190)
776,tensor(15.3412),tensor(29.2655)
777,tensor(10.3575),tensor(20.2113)
778,tensor(13.3934),tensor(18.5159)
779,tensor(10.7806),tensor(21.7300)
780,tensor(12.1500),tensor(21.8684)
781,tensor(15.4559),tensor(24.6014)
782,tensor(16.1141),tensor(21.4825)
783,tensor(15.2748),tensor(25.1124)
784,tensor(14.5086),tensor(26.4967)
785,tensor(12.7124),tensor(24.0680)
786,tensor(13.0592),tensor(18.0476)
787,tensor(11.8871),tensor(22.8671)
788,tensor(13.9483),tensor(20.6101)
789,tensor(10.2633),tensor(21.2635)
790,tensor(21.7385),tensor(25.8701)
791,tensor(13.9438),tensor(22.6260)
792,tensor(15.2533),tensor(23.2555)
793,tensor(12.1425),tensor(22.9424)
794,tensor(13.0945),tensor(24.4638)
795,tensor(16.0223),tensor(22.4452)
796,tensor(11.5842),tensor(23.6401)
797,tensor(11.6549),tensor(22.5609)
798,tensor(19.9594),tensor(27.9900)
799,tensor(17.9778),tensor(24.7998)
800,tensor(13.3603),tensor(24.6991)
801,tensor(26.0243),tensor(36.1768)
802,tensor(10.7148),tensor(21.7800)
803,tensor(21.3044),tensor(26.3793)
804,tensor(16.0366),tensor(26.8207)
805,tensor(21.8550),tensor(34.7678)
806,tensor(17.9155),tensor(29.0282)
807,tensor(13.6495),tensor(24.0041)
808,tensor(9.7733),tensor(18.4027)
809,tensor(16.6714),tensor(20.5759)
810,tensor(16.0652),tensor(29.2684)
811,tensor(16.5518),tensor(31.2593)
812,tensor(10.2559),tensor(19.0626)
813,tensor(13.3885),tensor(20.9780)
814,tensor(28.9961),tensor(36.1246)
815,tensor(14.5787),tensor(25.5607)
816,tensor(13.2405),tensor(24.2415)
817,tensor(13.6186),tensor(24.5323)
818,tensor(17.2606),tensor(29.3228)
819,tensor(11.1258),tensor(21.4422)
820,tensor(10.3831),tensor(19.5926)
821,tensor(11.6532),tensor(23.8497)
822,tensor(14.0616),tensor(22.3133)
823,tensor(12.6920),tensor(24.1268)
824,tensor(11.7827),tensor(22.1931)
825,tensor(10.5840),tensor(19.0040)
826,tensor(13.4936),tensor(21.1646)
827,tensor(10.4219),tensor(21.0284)
828,tensor(13.8590),tensor(26.7641)
829,tensor(18.9783),tensor(29.3062)
830,tensor(13.8972),tensor(25.1070)
831,tensor(29.6817),tensor(39.9949)
832,tensor(11.6365),tensor(23.0389)
833,tensor(27.4422),tensor(38.0854)
834,tensor(13.8664),tensor(25.2189)
835,tensor(14.7978),tensor(25.8610)
836,tensor(11.9922),tensor(23.4348)
837,tensor(12.6069),tensor(24.8588)
838,tensor(11.2217),tensor(19.1916)
839,tensor(14.6955),tensor(25.5861)
840,tensor(14.6797),tensor(24.6427)
841,tensor(35.1819),tensor(38.4155)
842,tensor(23.8538),tensor(27.0391)
843,tensor(34.2715),tensor(37.9670)
844,tensor(11.2723),tensor(20.7536)
845,tensor(14.4683),tensor(20.3014)
846,tensor(16.8544),tensor(27.4722)
847,tensor(12.9466),tensor(23.0379)
848,tensor(10.6917),tensor(21.9096)
849,tensor(9.4174),tensor(16.8750)
850,tensor(15.7424),tensor(20.3029)
851,tensor(15.9082),tensor(28.2501)
852,tensor(14.1090),tensor(26.5625)
853,tensor(13.9488),tensor(20.7912)
854,tensor(11.1309),tensor(22.6264)
855,tensor(11.0248),tensor(20.3167)
856,tensor(14.2564),tensor(25.5253)
857,tensor(16.2960),tensor(27.1729)
858,tensor(12.4002),tensor(24.8936)
859,tensor(11.7882),tensor(21.2784)
860,tensor(15.9779),tensor(26.4763)
861,tensor(18.7360),tensor(33.0514)
862,tensor(17.5624),tensor(29.6745)
863,tensor(10.4316),tensor(19.2356)
864,tensor(12.8298),tensor(24.8370)
865,tensor(12.2205),tensor(24.6593)
866,tensor(15.2636),tensor(21.1046)
867,tensor(11.8739),tensor(21.3491)
868,tensor(9.0228),tensor(15.9100)
869,tensor(12.6490),tensor(25.1841)
870,tensor(12.5848),tensor(25.0249)
871,tensor(14.5119),tensor(26.6381)
872,tensor(12.6932),tensor(25.1302)
873,tensor(12.0068),tensor(21.6627)
874,tensor(14.0230),tensor(22.2629)
875,tensor(10.3312),tensor(19.0070)
876,tensor(13.5495),tensor(24.4397)
877,tensor(11.3536),tensor(23.2296)
878,tensor(18.4159),tensor(28.2067)
879,tensor(15.1144),tensor(21.2913)
880,tensor(10.1078),tensor(19.6252)
881,tensor(11.4246),tensor(22.2321)
882,tensor(21.3860),tensor(31.3503)
883,tensor(12.7031),tensor(19.6063)
884,tensor(17.8421),tensor(24.5330)
885,tensor(12.7640),tensor(24.2890)
886,tensor(9.8624),tensor(18.7690)
887,tensor(11.7582),tensor(23.4214)
888,tensor(11.8077),tensor(22.6960)
889,tensor(12.4400),tensor(25.2940)
890,tensor(27.8469),tensor(36.3023)
891,tensor(13.4242),tensor(24.6037)
892,tensor(11.6240),tensor(23.3706)
893,tensor(11.8911),tensor(24.1922)
894,tensor(12.1725),tensor(23.3732)
895,tensor(16.8907),tensor(29.3130)
896,tensor(11.4743),tensor(20.0896)
897,tensor(13.9178),tensor(27.0487)
898,tensor(16.1489),tensor(23.8368)
899,tensor(11.4100),tensor(22.9714)
900,tensor(10.3430),tensor(20.1398)
901,tensor(19.1926),tensor(29.5911)
902,tensor(10.7778),tensor(21.4713)
903,tensor(14.2629),tensor(24.4307)
904,tensor(13.0305),tensor(23.7950)
905,tensor(18.1922),tensor(28.0315)
906,tensor(16.7434),tensor(25.9155)
907,tensor(10.5769),tensor(22.2670)
908,tensor(10.0524),tensor(20.5745)
909,tensor(12.3933),tensor(24.1912)
910,tensor(19.0160),tensor(31.1266)
911,tensor(27.3566),tensor(38.5260)
912,tensor(12.6649),tensor(22.2852)
913,tensor(15.5772),tensor(25.7456)
914,tensor(13.1311),tensor(25.8547)
915,tensor(12.4720),tensor(22.4766)
916,tensor(12.0893),tensor(21.2406)
917,tensor(10.6543),tensor(20.7576)
918,tensor(9.8975),tensor(18.6690)
919,tensor(12.6975),tensor(23.2155)
920,tensor(11.9389),tensor(22.9643)
921,tensor(26.1708),tensor(39.5458)
922,tensor(20.9307),tensor(27.6242)
923,tensor(16.7947),tensor(25.5230)
924,tensor(10.6199),tensor(20.0612)
925,tensor(13.2593),tensor(24.7134)
926,tensor(22.3441),tensor(31.5488)
927,tensor(15.0942),tensor(25.2284)
928,tensor(13.1696),tensor(18.1606)
929,tensor(11.9761),tensor(23.7078)
930,tensor(14.2350),tensor(26.7930)
931,tensor(13.7364),tensor(26.4736)
932,tensor(14.6151),tensor(23.4009)
933,tensor(10.2368),tensor(19.0846)
934,tensor(21.3080),tensor(25.2421)
935,tensor(17.8207),tensor(30.5923)
936,tensor(18.1907),tensor(32.5873)
937,tensor(20.9088),tensor(29.3486)
938,tensor(12.4792),tensor(22.7121)
939,tensor(14.3843),tensor(26.2167)
940,tensor(13.7927),tensor(21.4082)
941,tensor(11.8605),tensor(21.3859)
942,tensor(17.8707),tensor(30.3534)
943,tensor(10.4496),tensor(20.0165)
944,tensor(16.8571),tensor(24.9764)
945,tensor(16.0267),tensor(29.2818)
946,tensor(13.8057),tensor(24.2873)
947,tensor(14.6565),tensor(25.3268)
948,tensor(10.6304),tensor(20.6715)
949,tensor(13.2049),tensor(25.7695)
950,tensor(19.7894),tensor(31.6549)
951,tensor(13.8245),tensor(27.3152)
952,tensor(12.9787),tensor(24.0290)
953,tensor(11.8174),tensor(21.9415)
954,tensor(17.4711),tensor(21.6666)
955,tensor(17.0069),tensor(27.0707)
956,tensor(14.0615),tensor(22.2793)
957,tensor(11.7045),tensor(23.3503)
958,tensor(12.5728),tensor(24.2583)
959,tensor(10.2254),tensor(20.6191)
960,tensor(13.1023),tensor(25.5641)
961,tensor(11.9730),tensor(24.8574)
962,tensor(12.7418),tensor(19.0497)
963,tensor(13.3665),tensor(26.2376)
964,tensor(17.0339),tensor(21.8514)
965,tensor(26.3296),tensor(34.6531)
966,tensor(13.9308),tensor(25.5224)
967,tensor(14.7809),tensor(27.2462)
968,tensor(12.2948),tensor(24.3876)
969,tensor(13.4265),tensor(21.2849)
970,tensor(12.3980),tensor(21.7519)
971,tensor(11.2107),tensor(19.5951)
972,tensor(14.4474),tensor(25.7709)
973,tensor(13.8968),tensor(19.6803)
974,tensor(11.4584),tensor(23.5469)
975,tensor(14.0972),tensor(25.3995)
976,tensor(14.2356),tensor(26.8410)
977,tensor(11.4059),tensor(23.2694)
978,tensor(10.5752),tensor(21.6662)
979,tensor(9.6325),tensor(19.1252)
980,tensor(15.1125),tensor(18.8132)
981,tensor(12.0620),tensor(23.3287)
982,tensor(13.4456),tensor(23.4422)
983,tensor(17.5298),tensor(28.3469)
984,tensor(40.6284),tensor(56.5958)
985,tensor(12.5284),tensor(22.9907)
986,tensor(15.5618),tensor(29.8272)
987,tensor(21.8411),tensor(26.8300)
988,tensor(10.4277),tensor(21.4400)
989,tensor(21.1377),tensor(28.6086)
990,tensor(10.8676),tensor(18.6235)
991,tensor(10.0369),tensor(19.6149)
992,tensor(8.6391),tensor(16.1617)
993,tensor(15.6147),tensor(26.7976)
994,tensor(11.2025),tensor(22.1752)
995,tensor(20.1801),tensor(32.2380)
996,tensor(14.5404),tensor(23.7382)
997,tensor(14.5491),tensor(20.4372)
998,tensor(11.5312),tensor(24.6415)
999,tensor(12.8698),tensor(24.1721)
