Epoch,MAE,RMSE
316,"tensor(12.2296, dtype=torch.float64)","tensor(18.5819, dtype=torch.float64)"
317,"tensor(23.1730, dtype=torch.float64)","tensor(28.6864, dtype=torch.float64)"
318,"tensor(12.5906, dtype=torch.float64)","tensor(20.2430, dtype=torch.float64)"
319,"tensor(15.0392, dtype=torch.float64)","tensor(19.5058, dtype=torch.float64)"
320,"tensor(11.9736, dtype=torch.float64)","tensor(18.5421, dtype=torch.float64)"
321,"tensor(17.3275, dtype=torch.float64)","tensor(24.1555, dtype=torch.float64)"
322,"tensor(9.2000, dtype=torch.float64)","tensor(14.9473, dtype=torch.float64)"
323,"tensor(11.5489, dtype=torch.float64)","tensor(15.8859, dtype=torch.float64)"
324,"tensor(8.7473, dtype=torch.float64)","tensor(15.6168, dtype=torch.float64)"
325,"tensor(14.1180, dtype=torch.float64)","tensor(18.6359, dtype=torch.float64)"
326,"tensor(9.6929, dtype=torch.float64)","tensor(18.3405, dtype=torch.float64)"
327,"tensor(28.8561, dtype=torch.float64)","tensor(35.0755, dtype=torch.float64)"
328,"tensor(35.1337, dtype=torch.float64)","tensor(42.0702, dtype=torch.float64)"
329,"tensor(25.9422, dtype=torch.float64)","tensor(30.9219, dtype=torch.float64)"
330,"tensor(32.9672, dtype=torch.float64)","tensor(35.3813, dtype=torch.float64)"
331,"tensor(9.8437, dtype=torch.float64)","tensor(16.2435, dtype=torch.float64)"
332,"tensor(11.6570, dtype=torch.float64)","tensor(16.6261, dtype=torch.float64)"
333,"tensor(12.0002, dtype=torch.float64)","tensor(22.3469, dtype=torch.float64)"
334,"tensor(12.3374, dtype=torch.float64)","tensor(23.0741, dtype=torch.float64)"
335,"tensor(19.4133, dtype=torch.float64)","tensor(24.6325, dtype=torch.float64)"
336,"tensor(19.7094, dtype=torch.float64)","tensor(28.2113, dtype=torch.float64)"
337,"tensor(14.2592, dtype=torch.float64)","tensor(21.0790, dtype=torch.float64)"
338,"tensor(12.6766, dtype=torch.float64)","tensor(17.9120, dtype=torch.float64)"
339,"tensor(12.7947, dtype=torch.float64)","tensor(17.2551, dtype=torch.float64)"
340,"tensor(13.4777, dtype=torch.float64)","tensor(21.1477, dtype=torch.float64)"
341,"tensor(9.3122, dtype=torch.float64)","tensor(14.9241, dtype=torch.float64)"
342,"tensor(11.0788, dtype=torch.float64)","tensor(14.3029, dtype=torch.float64)"
343,"tensor(20.8790, dtype=torch.float64)","tensor(24.6436, dtype=torch.float64)"
344,"tensor(15.4935, dtype=torch.float64)","tensor(24.6517, dtype=torch.float64)"
345,"tensor(11.6504, dtype=torch.float64)","tensor(20.8946, dtype=torch.float64)"
346,"tensor(10.2558, dtype=torch.float64)","tensor(15.2819, dtype=torch.float64)"
347,"tensor(17.0334, dtype=torch.float64)","tensor(23.8304, dtype=torch.float64)"
348,"tensor(19.5153, dtype=torch.float64)","tensor(30.3554, dtype=torch.float64)"
349,"tensor(10.7197, dtype=torch.float64)","tensor(20.4585, dtype=torch.float64)"
350,"tensor(9.4608, dtype=torch.float64)","tensor(16.0373, dtype=torch.float64)"
351,"tensor(18.1579, dtype=torch.float64)","tensor(31.4031, dtype=torch.float64)"
352,"tensor(12.9721, dtype=torch.float64)","tensor(20.7377, dtype=torch.float64)"
353,"tensor(10.3509, dtype=torch.float64)","tensor(17.1417, dtype=torch.float64)"
354,"tensor(10.6053, dtype=torch.float64)","tensor(16.1945, dtype=torch.float64)"
355,"tensor(9.1647, dtype=torch.float64)","tensor(16.1319, dtype=torch.float64)"
356,"tensor(8.9066, dtype=torch.float64)","tensor(15.7241, dtype=torch.float64)"
357,"tensor(12.3302, dtype=torch.float64)","tensor(20.6299, dtype=torch.float64)"
358,"tensor(9.9362, dtype=torch.float64)","tensor(17.3486, dtype=torch.float64)"
359,"tensor(9.0013, dtype=torch.float64)","tensor(15.5043, dtype=torch.float64)"
360,"tensor(9.3208, dtype=torch.float64)","tensor(14.6200, dtype=torch.float64)"
361,"tensor(12.3125, dtype=torch.float64)","tensor(22.0758, dtype=torch.float64)"
362,"tensor(12.2075, dtype=torch.float64)","tensor(15.8326, dtype=torch.float64)"
363,"tensor(13.5651, dtype=torch.float64)","tensor(21.2825, dtype=torch.float64)"
364,"tensor(12.7370, dtype=torch.float64)","tensor(22.0307, dtype=torch.float64)"
365,"tensor(9.3772, dtype=torch.float64)","tensor(16.3892, dtype=torch.float64)"
366,"tensor(20.0458, dtype=torch.float64)","tensor(23.4408, dtype=torch.float64)"
367,"tensor(14.4920, dtype=torch.float64)","tensor(19.4215, dtype=torch.float64)"
368,"tensor(23.1385, dtype=torch.float64)","tensor(31.7401, dtype=torch.float64)"
369,"tensor(11.4425, dtype=torch.float64)","tensor(22.8464, dtype=torch.float64)"
370,"tensor(10.2804, dtype=torch.float64)","tensor(18.4261, dtype=torch.float64)"
371,"tensor(9.4814, dtype=torch.float64)","tensor(17.4401, dtype=torch.float64)"
372,"tensor(15.6952, dtype=torch.float64)","tensor(20.9710, dtype=torch.float64)"
373,"tensor(16.4776, dtype=torch.float64)","tensor(21.8700, dtype=torch.float64)"
374,"tensor(13.4463, dtype=torch.float64)","tensor(19.1882, dtype=torch.float64)"
375,"tensor(18.7123, dtype=torch.float64)","tensor(25.7876, dtype=torch.float64)"
376,"tensor(13.0036, dtype=torch.float64)","tensor(19.6027, dtype=torch.float64)"
377,"tensor(13.1705, dtype=torch.float64)","tensor(26.3657, dtype=torch.float64)"
378,"tensor(11.4729, dtype=torch.float64)","tensor(17.1653, dtype=torch.float64)"
379,"tensor(14.3440, dtype=torch.float64)","tensor(22.8865, dtype=torch.float64)"
380,"tensor(14.3005, dtype=torch.float64)","tensor(25.7259, dtype=torch.float64)"
381,"tensor(15.7953, dtype=torch.float64)","tensor(26.7428, dtype=torch.float64)"
382,"tensor(10.2804, dtype=torch.float64)","tensor(16.1983, dtype=torch.float64)"
383,"tensor(10.0624, dtype=torch.float64)","tensor(14.7525, dtype=torch.float64)"
384,"tensor(13.6427, dtype=torch.float64)","tensor(25.8441, dtype=torch.float64)"
385,"tensor(14.8631, dtype=torch.float64)","tensor(19.8718, dtype=torch.float64)"
386,"tensor(12.0293, dtype=torch.float64)","tensor(20.2427, dtype=torch.float64)"
387,"tensor(15.4041, dtype=torch.float64)","tensor(19.4688, dtype=torch.float64)"
388,"tensor(25.1923, dtype=torch.float64)","tensor(34.4387, dtype=torch.float64)"
389,"tensor(12.9114, dtype=torch.float64)","tensor(21.1818, dtype=torch.float64)"
390,"tensor(8.5827, dtype=torch.float64)","tensor(13.7123, dtype=torch.float64)"
391,"tensor(27.7754, dtype=torch.float64)","tensor(30.2565, dtype=torch.float64)"
392,"tensor(18.2589, dtype=torch.float64)","tensor(29.0589, dtype=torch.float64)"
393,"tensor(20.0044, dtype=torch.float64)","tensor(23.3246, dtype=torch.float64)"
394,"tensor(9.5867, dtype=torch.float64)","tensor(16.4458, dtype=torch.float64)"
395,"tensor(18.5276, dtype=torch.float64)","tensor(26.6136, dtype=torch.float64)"
396,"tensor(13.3945, dtype=torch.float64)","tensor(20.5114, dtype=torch.float64)"
397,"tensor(14.8329, dtype=torch.float64)","tensor(20.3756, dtype=torch.float64)"
398,"tensor(12.5376, dtype=torch.float64)","tensor(17.6189, dtype=torch.float64)"
399,"tensor(10.3928, dtype=torch.float64)","tensor(15.5152, dtype=torch.float64)"
400,"tensor(9.5407, dtype=torch.float64)","tensor(16.3660, dtype=torch.float64)"
401,"tensor(9.2770, dtype=torch.float64)","tensor(14.1756, dtype=torch.float64)"
402,"tensor(10.6861, dtype=torch.float64)","tensor(16.0321, dtype=torch.float64)"
403,"tensor(12.6776, dtype=torch.float64)","tensor(17.8618, dtype=torch.float64)"
404,"tensor(16.0911, dtype=torch.float64)","tensor(25.0601, dtype=torch.float64)"
405,"tensor(20.7843, dtype=torch.float64)","tensor(33.3590, dtype=torch.float64)"
406,"tensor(15.1242, dtype=torch.float64)","tensor(21.4366, dtype=torch.float64)"
407,"tensor(15.4275, dtype=torch.float64)","tensor(22.0768, dtype=torch.float64)"
408,"tensor(11.9482, dtype=torch.float64)","tensor(20.8521, dtype=torch.float64)"
409,"tensor(20.8980, dtype=torch.float64)","tensor(29.6939, dtype=torch.float64)"
410,"tensor(12.8518, dtype=torch.float64)","tensor(19.3496, dtype=torch.float64)"
411,"tensor(15.1457, dtype=torch.float64)","tensor(23.5533, dtype=torch.float64)"
412,"tensor(12.8016, dtype=torch.float64)","tensor(18.3031, dtype=torch.float64)"
413,"tensor(11.3937, dtype=torch.float64)","tensor(19.2801, dtype=torch.float64)"
414,"tensor(19.9229, dtype=torch.float64)","tensor(24.6281, dtype=torch.float64)"
415,"tensor(12.9528, dtype=torch.float64)","tensor(19.2638, dtype=torch.float64)"
416,"tensor(10.3134, dtype=torch.float64)","tensor(17.4330, dtype=torch.float64)"
417,"tensor(13.8527, dtype=torch.float64)","tensor(21.5132, dtype=torch.float64)"
418,"tensor(18.8878, dtype=torch.float64)","tensor(29.2257, dtype=torch.float64)"
419,"tensor(13.3693, dtype=torch.float64)","tensor(17.0850, dtype=torch.float64)"
420,"tensor(9.8965, dtype=torch.float64)","tensor(16.2525, dtype=torch.float64)"
421,"tensor(9.2597, dtype=torch.float64)","tensor(14.6419, dtype=torch.float64)"
422,"tensor(11.0115, dtype=torch.float64)","tensor(17.8381, dtype=torch.float64)"
423,"tensor(8.0575, dtype=torch.float64)","tensor(12.0790, dtype=torch.float64)"
424,"tensor(19.1243, dtype=torch.float64)","tensor(21.4504, dtype=torch.float64)"
425,"tensor(13.7322, dtype=torch.float64)","tensor(23.2580, dtype=torch.float64)"
426,"tensor(8.9669, dtype=torch.float64)","tensor(15.2101, dtype=torch.float64)"
427,"tensor(11.3125, dtype=torch.float64)","tensor(17.6286, dtype=torch.float64)"
428,"tensor(10.5881, dtype=torch.float64)","tensor(15.0962, dtype=torch.float64)"
429,"tensor(9.1878, dtype=torch.float64)","tensor(14.0131, dtype=torch.float64)"
430,"tensor(17.2944, dtype=torch.float64)","tensor(29.1836, dtype=torch.float64)"
431,"tensor(17.7503, dtype=torch.float64)","tensor(21.7460, dtype=torch.float64)"
432,"tensor(9.0370, dtype=torch.float64)","tensor(15.5638, dtype=torch.float64)"
433,"tensor(26.4663, dtype=torch.float64)","tensor(38.1387, dtype=torch.float64)"
434,"tensor(19.7278, dtype=torch.float64)","tensor(26.1958, dtype=torch.float64)"
435,"tensor(40.3275, dtype=torch.float64)","tensor(47.8391, dtype=torch.float64)"
436,"tensor(13.4230, dtype=torch.float64)","tensor(19.4813, dtype=torch.float64)"
437,"tensor(13.4903, dtype=torch.float64)","tensor(24.8067, dtype=torch.float64)"
438,"tensor(10.2974, dtype=torch.float64)","tensor(17.3085, dtype=torch.float64)"
439,"tensor(12.3879, dtype=torch.float64)","tensor(16.5779, dtype=torch.float64)"
440,"tensor(15.6960, dtype=torch.float64)","tensor(19.0661, dtype=torch.float64)"
441,"tensor(13.8546, dtype=torch.float64)","tensor(25.3841, dtype=torch.float64)"
442,"tensor(11.6846, dtype=torch.float64)","tensor(17.6828, dtype=torch.float64)"
443,"tensor(12.2387, dtype=torch.float64)","tensor(20.7915, dtype=torch.float64)"
444,"tensor(14.7952, dtype=torch.float64)","tensor(20.2138, dtype=torch.float64)"
445,"tensor(10.7635, dtype=torch.float64)","tensor(18.3193, dtype=torch.float64)"
446,"tensor(11.6017, dtype=torch.float64)","tensor(17.1831, dtype=torch.float64)"
447,"tensor(15.6141, dtype=torch.float64)","tensor(21.0219, dtype=torch.float64)"
448,"tensor(10.3798, dtype=torch.float64)","tensor(16.7955, dtype=torch.float64)"
449,"tensor(11.1696, dtype=torch.float64)","tensor(21.9811, dtype=torch.float64)"
450,"tensor(18.0419, dtype=torch.float64)","tensor(21.7808, dtype=torch.float64)"
451,"tensor(12.9041, dtype=torch.float64)","tensor(21.9436, dtype=torch.float64)"
452,"tensor(13.0670, dtype=torch.float64)","tensor(17.9748, dtype=torch.float64)"
453,"tensor(22.1628, dtype=torch.float64)","tensor(27.0489, dtype=torch.float64)"
454,"tensor(15.3847, dtype=torch.float64)","tensor(21.0104, dtype=torch.float64)"
455,"tensor(10.8878, dtype=torch.float64)","tensor(17.5726, dtype=torch.float64)"
456,"tensor(18.6426, dtype=torch.float64)","tensor(26.3727, dtype=torch.float64)"
457,"tensor(11.1026, dtype=torch.float64)","tensor(19.3533, dtype=torch.float64)"
458,"tensor(9.3984, dtype=torch.float64)","tensor(16.0458, dtype=torch.float64)"
459,"tensor(11.7981, dtype=torch.float64)","tensor(17.5229, dtype=torch.float64)"
460,"tensor(15.1043, dtype=torch.float64)","tensor(18.7127, dtype=torch.float64)"
461,"tensor(12.6356, dtype=torch.float64)","tensor(17.9588, dtype=torch.float64)"
462,"tensor(12.9889, dtype=torch.float64)","tensor(17.6305, dtype=torch.float64)"
463,"tensor(12.2957, dtype=torch.float64)","tensor(20.2529, dtype=torch.float64)"
464,"tensor(11.5216, dtype=torch.float64)","tensor(21.1614, dtype=torch.float64)"
465,"tensor(10.0623, dtype=torch.float64)","tensor(18.2683, dtype=torch.float64)"
466,"tensor(10.6247, dtype=torch.float64)","tensor(16.2440, dtype=torch.float64)"
467,"tensor(11.5448, dtype=torch.float64)","tensor(15.7881, dtype=torch.float64)"
468,"tensor(15.1531, dtype=torch.float64)","tensor(19.2567, dtype=torch.float64)"
469,"tensor(12.0685, dtype=torch.float64)","tensor(18.2456, dtype=torch.float64)"
470,"tensor(13.0865, dtype=torch.float64)","tensor(18.4325, dtype=torch.float64)"
471,"tensor(14.8795, dtype=torch.float64)","tensor(23.3757, dtype=torch.float64)"
472,"tensor(14.6547, dtype=torch.float64)","tensor(17.5929, dtype=torch.float64)"
473,"tensor(9.0232, dtype=torch.float64)","tensor(13.3239, dtype=torch.float64)"
474,"tensor(11.3939, dtype=torch.float64)","tensor(20.7104, dtype=torch.float64)"
475,"tensor(16.3736, dtype=torch.float64)","tensor(28.9877, dtype=torch.float64)"
476,"tensor(9.3185, dtype=torch.float64)","tensor(16.8746, dtype=torch.float64)"
477,"tensor(12.5192, dtype=torch.float64)","tensor(19.4662, dtype=torch.float64)"
478,"tensor(11.2632, dtype=torch.float64)","tensor(19.8420, dtype=torch.float64)"
479,"tensor(18.5070, dtype=torch.float64)","tensor(27.1997, dtype=torch.float64)"
480,"tensor(12.4001, dtype=torch.float64)","tensor(20.5536, dtype=torch.float64)"
481,"tensor(19.7970, dtype=torch.float64)","tensor(27.6469, dtype=torch.float64)"
482,"tensor(14.3121, dtype=torch.float64)","tensor(20.2312, dtype=torch.float64)"
483,"tensor(10.8473, dtype=torch.float64)","tensor(18.3923, dtype=torch.float64)"
484,"tensor(8.8838, dtype=torch.float64)","tensor(16.1559, dtype=torch.float64)"
485,"tensor(25.8253, dtype=torch.float64)","tensor(34.2842, dtype=torch.float64)"
486,"tensor(11.6291, dtype=torch.float64)","tensor(16.4266, dtype=torch.float64)"
487,"tensor(15.6143, dtype=torch.float64)","tensor(23.2963, dtype=torch.float64)"
488,"tensor(10.6831, dtype=torch.float64)","tensor(20.4706, dtype=torch.float64)"
489,"tensor(9.4785, dtype=torch.float64)","tensor(16.9008, dtype=torch.float64)"
490,"tensor(9.3612, dtype=torch.float64)","tensor(16.5759, dtype=torch.float64)"
491,"tensor(22.7577, dtype=torch.float64)","tensor(29.7055, dtype=torch.float64)"
492,"tensor(17.7690, dtype=torch.float64)","tensor(22.6654, dtype=torch.float64)"
493,"tensor(21.1091, dtype=torch.float64)","tensor(27.0055, dtype=torch.float64)"
494,"tensor(14.1314, dtype=torch.float64)","tensor(25.7884, dtype=torch.float64)"
495,"tensor(9.4730, dtype=torch.float64)","tensor(14.7425, dtype=torch.float64)"
496,"tensor(18.3310, dtype=torch.float64)","tensor(23.7266, dtype=torch.float64)"
497,"tensor(9.5302, dtype=torch.float64)","tensor(16.5669, dtype=torch.float64)"
498,"tensor(9.9209, dtype=torch.float64)","tensor(18.1205, dtype=torch.float64)"
499,"tensor(14.4924, dtype=torch.float64)","tensor(22.0506, dtype=torch.float64)"
500,"tensor(13.3756, dtype=torch.float64)","tensor(21.5609, dtype=torch.float64)"
501,"tensor(11.1003, dtype=torch.float64)","tensor(19.1320, dtype=torch.float64)"
502,"tensor(13.7981, dtype=torch.float64)","tensor(19.8331, dtype=torch.float64)"
503,"tensor(17.6276, dtype=torch.float64)","tensor(22.6261, dtype=torch.float64)"
504,"tensor(24.0833, dtype=torch.float64)","tensor(32.2968, dtype=torch.float64)"
505,"tensor(14.7646, dtype=torch.float64)","tensor(19.9587, dtype=torch.float64)"
506,"tensor(14.2764, dtype=torch.float64)","tensor(21.2138, dtype=torch.float64)"
507,"tensor(22.2404, dtype=torch.float64)","tensor(27.0369, dtype=torch.float64)"
508,"tensor(26.5757, dtype=torch.float64)","tensor(32.0629, dtype=torch.float64)"
509,"tensor(29.7875, dtype=torch.float64)","tensor(33.6750, dtype=torch.float64)"
510,"tensor(13.2196, dtype=torch.float64)","tensor(18.4684, dtype=torch.float64)"
511,"tensor(13.3206, dtype=torch.float64)","tensor(25.4622, dtype=torch.float64)"
512,"tensor(9.6743, dtype=torch.float64)","tensor(17.3444, dtype=torch.float64)"
513,"tensor(13.4366, dtype=torch.float64)","tensor(18.4425, dtype=torch.float64)"
514,"tensor(30.0409, dtype=torch.float64)","tensor(41.9469, dtype=torch.float64)"
515,"tensor(8.8277, dtype=torch.float64)","tensor(14.3208, dtype=torch.float64)"
516,"tensor(18.4330, dtype=torch.float64)","tensor(29.3193, dtype=torch.float64)"
517,"tensor(11.9388, dtype=torch.float64)","tensor(23.4555, dtype=torch.float64)"
518,"tensor(11.8065, dtype=torch.float64)","tensor(17.4359, dtype=torch.float64)"
519,"tensor(11.1931, dtype=torch.float64)","tensor(20.5099, dtype=torch.float64)"
520,"tensor(16.4406, dtype=torch.float64)","tensor(29.2237, dtype=torch.float64)"
521,"tensor(13.1478, dtype=torch.float64)","tensor(18.9967, dtype=torch.float64)"
522,"tensor(13.6421, dtype=torch.float64)","tensor(17.3888, dtype=torch.float64)"
523,"tensor(13.8582, dtype=torch.float64)","tensor(17.4415, dtype=torch.float64)"
524,"tensor(10.2633, dtype=torch.float64)","tensor(14.8489, dtype=torch.float64)"
525,"tensor(22.2511, dtype=torch.float64)","tensor(27.6294, dtype=torch.float64)"
526,"tensor(11.3937, dtype=torch.float64)","tensor(21.2449, dtype=torch.float64)"
527,"tensor(9.7895, dtype=torch.float64)","tensor(16.0529, dtype=torch.float64)"
528,"tensor(9.3383, dtype=torch.float64)","tensor(15.7656, dtype=torch.float64)"
529,"tensor(16.8825, dtype=torch.float64)","tensor(25.2536, dtype=torch.float64)"
530,"tensor(9.0513, dtype=torch.float64)","tensor(15.9928, dtype=torch.float64)"
531,"tensor(8.7494, dtype=torch.float64)","tensor(15.0488, dtype=torch.float64)"
532,"tensor(9.8498, dtype=torch.float64)","tensor(16.6012, dtype=torch.float64)"
533,"tensor(16.3402, dtype=torch.float64)","tensor(23.4427, dtype=torch.float64)"
534,"tensor(16.0625, dtype=torch.float64)","tensor(23.4080, dtype=torch.float64)"
535,"tensor(15.4366, dtype=torch.float64)","tensor(23.0603, dtype=torch.float64)"
536,"tensor(17.1667, dtype=torch.float64)","tensor(25.1245, dtype=torch.float64)"
537,"tensor(10.1995, dtype=torch.float64)","tensor(17.6129, dtype=torch.float64)"
538,"tensor(12.4656, dtype=torch.float64)","tensor(19.9114, dtype=torch.float64)"
539,"tensor(12.2845, dtype=torch.float64)","tensor(24.3757, dtype=torch.float64)"
540,"tensor(20.5327, dtype=torch.float64)","tensor(26.8433, dtype=torch.float64)"
541,"tensor(10.2604, dtype=torch.float64)","tensor(17.8851, dtype=torch.float64)"
542,"tensor(9.9882, dtype=torch.float64)","tensor(18.2667, dtype=torch.float64)"
543,"tensor(13.4408, dtype=torch.float64)","tensor(21.2193, dtype=torch.float64)"
544,"tensor(14.1293, dtype=torch.float64)","tensor(17.8684, dtype=torch.float64)"
545,"tensor(9.8312, dtype=torch.float64)","tensor(15.3444, dtype=torch.float64)"
546,"tensor(9.4911, dtype=torch.float64)","tensor(14.9957, dtype=torch.float64)"
547,"tensor(22.5286, dtype=torch.float64)","tensor(31.5931, dtype=torch.float64)"
548,"tensor(10.3674, dtype=torch.float64)","tensor(15.4733, dtype=torch.float64)"
549,"tensor(24.0095, dtype=torch.float64)","tensor(32.6711, dtype=torch.float64)"
550,"tensor(11.6779, dtype=torch.float64)","tensor(18.2137, dtype=torch.float64)"
551,"tensor(10.7136, dtype=torch.float64)","tensor(20.2546, dtype=torch.float64)"
552,"tensor(29.5515, dtype=torch.float64)","tensor(33.6335, dtype=torch.float64)"
553,"tensor(12.4713, dtype=torch.float64)","tensor(18.7517, dtype=torch.float64)"
554,"tensor(15.5403, dtype=torch.float64)","tensor(20.9214, dtype=torch.float64)"
555,"tensor(28.8212, dtype=torch.float64)","tensor(35.2610, dtype=torch.float64)"
556,"tensor(16.8887, dtype=torch.float64)","tensor(29.2678, dtype=torch.float64)"
557,"tensor(9.6061, dtype=torch.float64)","tensor(15.8483, dtype=torch.float64)"
558,"tensor(27.4346, dtype=torch.float64)","tensor(37.6217, dtype=torch.float64)"
559,"tensor(26.4244, dtype=torch.float64)","tensor(36.6016, dtype=torch.float64)"
560,"tensor(12.9574, dtype=torch.float64)","tensor(18.1805, dtype=torch.float64)"
561,"tensor(11.5875, dtype=torch.float64)","tensor(19.5637, dtype=torch.float64)"
562,"tensor(20.3011, dtype=torch.float64)","tensor(28.5374, dtype=torch.float64)"
563,"tensor(9.6429, dtype=torch.float64)","tensor(16.7706, dtype=torch.float64)"
564,"tensor(11.4598, dtype=torch.float64)","tensor(16.1535, dtype=torch.float64)"
565,"tensor(10.1737, dtype=torch.float64)","tensor(18.6460, dtype=torch.float64)"
566,"tensor(13.7606, dtype=torch.float64)","tensor(19.3943, dtype=torch.float64)"
567,"tensor(25.2098, dtype=torch.float64)","tensor(27.6337, dtype=torch.float64)"
568,"tensor(9.8915, dtype=torch.float64)","tensor(16.6941, dtype=torch.float64)"
569,"tensor(9.2397, dtype=torch.float64)","tensor(14.4344, dtype=torch.float64)"
570,"tensor(11.9153, dtype=torch.float64)","tensor(17.3719, dtype=torch.float64)"
571,"tensor(11.3912, dtype=torch.float64)","tensor(19.0887, dtype=torch.float64)"
572,"tensor(8.4835, dtype=torch.float64)","tensor(15.1779, dtype=torch.float64)"
573,"tensor(12.1560, dtype=torch.float64)","tensor(21.9675, dtype=torch.float64)"
574,"tensor(9.7457, dtype=torch.float64)","tensor(19.5575, dtype=torch.float64)"
575,"tensor(9.1104, dtype=torch.float64)","tensor(15.7499, dtype=torch.float64)"
576,"tensor(19.1444, dtype=torch.float64)","tensor(30.7341, dtype=torch.float64)"
577,"tensor(13.9830, dtype=torch.float64)","tensor(25.9340, dtype=torch.float64)"
578,"tensor(9.9135, dtype=torch.float64)","tensor(18.7736, dtype=torch.float64)"
579,"tensor(20.9119, dtype=torch.float64)","tensor(25.4998, dtype=torch.float64)"
580,"tensor(22.3274, dtype=torch.float64)","tensor(38.5964, dtype=torch.float64)"
581,"tensor(9.2723, dtype=torch.float64)","tensor(16.7316, dtype=torch.float64)"
582,"tensor(25.7778, dtype=torch.float64)","tensor(33.6658, dtype=torch.float64)"
583,"tensor(17.8545, dtype=torch.float64)","tensor(24.1585, dtype=torch.float64)"
584,"tensor(11.1446, dtype=torch.float64)","tensor(20.9009, dtype=torch.float64)"
585,"tensor(13.1505, dtype=torch.float64)","tensor(18.7667, dtype=torch.float64)"
586,"tensor(11.6736, dtype=torch.float64)","tensor(16.1652, dtype=torch.float64)"
587,"tensor(11.4107, dtype=torch.float64)","tensor(21.8279, dtype=torch.float64)"
588,"tensor(19.2536, dtype=torch.float64)","tensor(23.3115, dtype=torch.float64)"
589,"tensor(8.8311, dtype=torch.float64)","tensor(15.1254, dtype=torch.float64)"
590,"tensor(12.2724, dtype=torch.float64)","tensor(16.5380, dtype=torch.float64)"
591,"tensor(9.9092, dtype=torch.float64)","tensor(15.8590, dtype=torch.float64)"
592,"tensor(8.7622, dtype=torch.float64)","tensor(14.1727, dtype=torch.float64)"
593,"tensor(15.9373, dtype=torch.float64)","tensor(21.4754, dtype=torch.float64)"
594,"tensor(23.9867, dtype=torch.float64)","tensor(27.6451, dtype=torch.float64)"
595,"tensor(15.8129, dtype=torch.float64)","tensor(24.1850, dtype=torch.float64)"
596,"tensor(17.2147, dtype=torch.float64)","tensor(20.2725, dtype=torch.float64)"
597,"tensor(10.0750, dtype=torch.float64)","tensor(15.2310, dtype=torch.float64)"
598,"tensor(7.9202, dtype=torch.float64)","tensor(11.9289, dtype=torch.float64)"
599,"tensor(33.9954, dtype=torch.float64)","tensor(45.5900, dtype=torch.float64)"
600,"tensor(11.7712, dtype=torch.float64)","tensor(19.8961, dtype=torch.float64)"
601,"tensor(27.6521, dtype=torch.float64)","tensor(31.5079, dtype=torch.float64)"
602,"tensor(8.8713, dtype=torch.float64)","tensor(15.3022, dtype=torch.float64)"
603,"tensor(8.9047, dtype=torch.float64)","tensor(15.4814, dtype=torch.float64)"
604,"tensor(14.7819, dtype=torch.float64)","tensor(24.6882, dtype=torch.float64)"
605,"tensor(10.9210, dtype=torch.float64)","tensor(17.6931, dtype=torch.float64)"
606,"tensor(9.7009, dtype=torch.float64)","tensor(18.9597, dtype=torch.float64)"
607,"tensor(12.6267, dtype=torch.float64)","tensor(17.8132, dtype=torch.float64)"
608,"tensor(17.1636, dtype=torch.float64)","tensor(22.9355, dtype=torch.float64)"
609,"tensor(15.0646, dtype=torch.float64)","tensor(19.6048, dtype=torch.float64)"
610,"tensor(12.9056, dtype=torch.float64)","tensor(17.6606, dtype=torch.float64)"
611,"tensor(9.0665, dtype=torch.float64)","tensor(14.9182, dtype=torch.float64)"
612,"tensor(11.6929, dtype=torch.float64)","tensor(22.4015, dtype=torch.float64)"
613,"tensor(10.9171, dtype=torch.float64)","tensor(19.0607, dtype=torch.float64)"
614,"tensor(11.3795, dtype=torch.float64)","tensor(19.5845, dtype=torch.float64)"
615,"tensor(10.5199, dtype=torch.float64)","tensor(18.7893, dtype=torch.float64)"
616,"tensor(10.4875, dtype=torch.float64)","tensor(15.7453, dtype=torch.float64)"
617,"tensor(34.2249, dtype=torch.float64)","tensor(40.1952, dtype=torch.float64)"
618,"tensor(9.8288, dtype=torch.float64)","tensor(15.8937, dtype=torch.float64)"
619,"tensor(9.3190, dtype=torch.float64)","tensor(16.8211, dtype=torch.float64)"
620,"tensor(11.2827, dtype=torch.float64)","tensor(19.1238, dtype=torch.float64)"
621,"tensor(9.7482, dtype=torch.float64)","tensor(16.7406, dtype=torch.float64)"
622,"tensor(10.5545, dtype=torch.float64)","tensor(18.1259, dtype=torch.float64)"
623,"tensor(11.3760, dtype=torch.float64)","tensor(20.9462, dtype=torch.float64)"
624,"tensor(10.6729, dtype=torch.float64)","tensor(19.3796, dtype=torch.float64)"
625,"tensor(9.8823, dtype=torch.float64)","tensor(18.1023, dtype=torch.float64)"
626,"tensor(10.3996, dtype=torch.float64)","tensor(18.2765, dtype=torch.float64)"
627,"tensor(11.6579, dtype=torch.float64)","tensor(17.8740, dtype=torch.float64)"
628,"tensor(22.3382, dtype=torch.float64)","tensor(26.4686, dtype=torch.float64)"
629,"tensor(26.8274, dtype=torch.float64)","tensor(37.8629, dtype=torch.float64)"
630,"tensor(18.9235, dtype=torch.float64)","tensor(26.6201, dtype=torch.float64)"
631,"tensor(16.2238, dtype=torch.float64)","tensor(22.7622, dtype=torch.float64)"
632,"tensor(15.5069, dtype=torch.float64)","tensor(19.5386, dtype=torch.float64)"
