Epoch,MAE,RMSE
633,"tensor(12.9080, dtype=torch.float64)","tensor(17.0957, dtype=torch.float64)"
634,"tensor(12.4281, dtype=torch.float64)","tensor(22.8183, dtype=torch.float64)"
635,"tensor(14.7489, dtype=torch.float64)","tensor(27.4472, dtype=torch.float64)"
636,"tensor(11.1905, dtype=torch.float64)","tensor(21.4874, dtype=torch.float64)"
637,"tensor(14.6325, dtype=torch.float64)","tensor(20.7372, dtype=torch.float64)"
638,"tensor(13.3546, dtype=torch.float64)","tensor(23.3252, dtype=torch.float64)"
639,"tensor(10.8265, dtype=torch.float64)","tensor(17.7797, dtype=torch.float64)"
640,"tensor(9.5263, dtype=torch.float64)","tensor(15.1263, dtype=torch.float64)"
641,"tensor(19.1585, dtype=torch.float64)","tensor(27.1066, dtype=torch.float64)"
642,"tensor(15.7305, dtype=torch.float64)","tensor(23.5515, dtype=torch.float64)"
643,"tensor(10.7818, dtype=torch.float64)","tensor(18.5727, dtype=torch.float64)"
644,"tensor(11.6549, dtype=torch.float64)","tensor(16.7218, dtype=torch.float64)"
645,"tensor(16.4340, dtype=torch.float64)","tensor(25.7893, dtype=torch.float64)"
646,"tensor(24.3293, dtype=torch.float64)","tensor(32.4599, dtype=torch.float64)"
647,"tensor(10.3985, dtype=torch.float64)","tensor(17.6580, dtype=torch.float64)"
648,"tensor(15.2998, dtype=torch.float64)","tensor(26.8642, dtype=torch.float64)"
649,"tensor(8.6020, dtype=torch.float64)","tensor(13.8500, dtype=torch.float64)"
650,"tensor(12.8456, dtype=torch.float64)","tensor(20.9318, dtype=torch.float64)"
651,"tensor(13.5194, dtype=torch.float64)","tensor(21.0894, dtype=torch.float64)"
652,"tensor(11.3900, dtype=torch.float64)","tensor(19.0181, dtype=torch.float64)"
653,"tensor(10.1534, dtype=torch.float64)","tensor(19.6120, dtype=torch.float64)"
654,"tensor(13.5233, dtype=torch.float64)","tensor(22.7064, dtype=torch.float64)"
655,"tensor(13.5896, dtype=torch.float64)","tensor(22.7190, dtype=torch.float64)"
656,"tensor(9.7171, dtype=torch.float64)","tensor(16.7773, dtype=torch.float64)"
657,"tensor(10.6526, dtype=torch.float64)","tensor(16.2377, dtype=torch.float64)"
658,"tensor(10.7705, dtype=torch.float64)","tensor(17.1400, dtype=torch.float64)"
659,"tensor(11.3059, dtype=torch.float64)","tensor(21.3725, dtype=torch.float64)"
660,"tensor(19.3562, dtype=torch.float64)","tensor(24.9818, dtype=torch.float64)"
661,"tensor(11.9873, dtype=torch.float64)","tensor(17.1130, dtype=torch.float64)"
662,"tensor(9.9615, dtype=torch.float64)","tensor(19.0273, dtype=torch.float64)"
663,"tensor(9.4581, dtype=torch.float64)","tensor(15.5607, dtype=torch.float64)"
664,"tensor(10.5858, dtype=torch.float64)","tensor(16.4717, dtype=torch.float64)"
665,"tensor(13.4962, dtype=torch.float64)","tensor(17.5289, dtype=torch.float64)"
666,"tensor(16.5359, dtype=torch.float64)","tensor(27.2219, dtype=torch.float64)"
667,"tensor(15.4476, dtype=torch.float64)","tensor(19.7974, dtype=torch.float64)"
668,"tensor(10.0170, dtype=torch.float64)","tensor(16.2595, dtype=torch.float64)"
669,"tensor(12.1772, dtype=torch.float64)","tensor(21.2492, dtype=torch.float64)"
670,"tensor(13.1172, dtype=torch.float64)","tensor(22.0139, dtype=torch.float64)"
671,"tensor(10.8705, dtype=torch.float64)","tensor(21.3193, dtype=torch.float64)"
672,"tensor(12.1841, dtype=torch.float64)","tensor(22.5422, dtype=torch.float64)"
673,"tensor(16.9417, dtype=torch.float64)","tensor(23.6078, dtype=torch.float64)"
674,"tensor(11.2234, dtype=torch.float64)","tensor(18.9951, dtype=torch.float64)"
675,"tensor(9.8927, dtype=torch.float64)","tensor(16.9542, dtype=torch.float64)"
676,"tensor(13.2674, dtype=torch.float64)","tensor(23.8735, dtype=torch.float64)"
677,"tensor(10.9989, dtype=torch.float64)","tensor(20.0657, dtype=torch.float64)"
678,"tensor(36.3410, dtype=torch.float64)","tensor(40.9947, dtype=torch.float64)"
679,"tensor(12.9986, dtype=torch.float64)","tensor(21.6236, dtype=torch.float64)"
680,"tensor(21.1171, dtype=torch.float64)","tensor(30.6985, dtype=torch.float64)"
681,"tensor(17.4241, dtype=torch.float64)","tensor(25.9218, dtype=torch.float64)"
682,"tensor(10.0897, dtype=torch.float64)","tensor(17.4783, dtype=torch.float64)"
683,"tensor(10.5352, dtype=torch.float64)","tensor(17.1542, dtype=torch.float64)"
684,"tensor(20.4964, dtype=torch.float64)","tensor(26.3286, dtype=torch.float64)"
685,"tensor(21.2370, dtype=torch.float64)","tensor(30.5237, dtype=torch.float64)"
686,"tensor(9.2622, dtype=torch.float64)","tensor(16.2294, dtype=torch.float64)"
687,"tensor(10.5256, dtype=torch.float64)","tensor(19.2035, dtype=torch.float64)"
688,"tensor(10.7820, dtype=torch.float64)","tensor(19.7162, dtype=torch.float64)"
689,"tensor(17.9183, dtype=torch.float64)","tensor(26.5469, dtype=torch.float64)"
690,"tensor(9.7299, dtype=torch.float64)","tensor(16.0950, dtype=torch.float64)"
691,"tensor(10.1174, dtype=torch.float64)","tensor(19.0923, dtype=torch.float64)"
692,"tensor(10.0715, dtype=torch.float64)","tensor(17.5005, dtype=torch.float64)"
693,"tensor(12.6200, dtype=torch.float64)","tensor(19.3662, dtype=torch.float64)"
694,"tensor(9.3765, dtype=torch.float64)","tensor(16.7162, dtype=torch.float64)"
695,"tensor(15.5569, dtype=torch.float64)","tensor(20.2057, dtype=torch.float64)"
696,"tensor(13.8337, dtype=torch.float64)","tensor(18.9713, dtype=torch.float64)"
697,"tensor(15.2153, dtype=torch.float64)","tensor(28.9913, dtype=torch.float64)"
698,"tensor(14.0757, dtype=torch.float64)","tensor(19.9186, dtype=torch.float64)"
699,"tensor(18.0979, dtype=torch.float64)","tensor(22.5638, dtype=torch.float64)"
700,"tensor(10.1662, dtype=torch.float64)","tensor(15.4078, dtype=torch.float64)"
701,"tensor(12.9649, dtype=torch.float64)","tensor(21.9748, dtype=torch.float64)"
702,"tensor(17.6321, dtype=torch.float64)","tensor(25.5405, dtype=torch.float64)"
703,"tensor(19.9693, dtype=torch.float64)","tensor(23.2425, dtype=torch.float64)"
704,"tensor(11.2599, dtype=torch.float64)","tensor(19.0820, dtype=torch.float64)"
705,"tensor(11.5371, dtype=torch.float64)","tensor(18.4581, dtype=torch.float64)"
706,"tensor(10.1308, dtype=torch.float64)","tensor(18.1845, dtype=torch.float64)"
707,"tensor(13.7362, dtype=torch.float64)","tensor(21.6284, dtype=torch.float64)"
708,"tensor(20.3752, dtype=torch.float64)","tensor(29.9805, dtype=torch.float64)"
709,"tensor(10.3014, dtype=torch.float64)","tensor(17.0484, dtype=torch.float64)"
710,"tensor(12.7375, dtype=torch.float64)","tensor(17.7658, dtype=torch.float64)"
711,"tensor(11.3736, dtype=torch.float64)","tensor(19.5901, dtype=torch.float64)"
712,"tensor(22.0822, dtype=torch.float64)","tensor(27.0607, dtype=torch.float64)"
713,"tensor(12.8395, dtype=torch.float64)","tensor(18.8704, dtype=torch.float64)"
714,"tensor(15.3533, dtype=torch.float64)","tensor(23.5624, dtype=torch.float64)"
715,"tensor(13.3153, dtype=torch.float64)","tensor(20.5053, dtype=torch.float64)"
716,"tensor(29.1078, dtype=torch.float64)","tensor(36.1714, dtype=torch.float64)"
717,"tensor(8.1629, dtype=torch.float64)","tensor(12.8279, dtype=torch.float64)"
718,"tensor(12.2019, dtype=torch.float64)","tensor(20.6435, dtype=torch.float64)"
719,"tensor(15.2561, dtype=torch.float64)","tensor(23.1115, dtype=torch.float64)"
720,"tensor(19.0994, dtype=torch.float64)","tensor(26.6651, dtype=torch.float64)"
721,"tensor(14.2657, dtype=torch.float64)","tensor(20.0092, dtype=torch.float64)"
722,"tensor(10.2128, dtype=torch.float64)","tensor(18.8197, dtype=torch.float64)"
723,"tensor(16.1125, dtype=torch.float64)","tensor(24.9119, dtype=torch.float64)"
724,"tensor(11.7004, dtype=torch.float64)","tensor(18.2017, dtype=torch.float64)"
725,"tensor(17.1703, dtype=torch.float64)","tensor(27.6666, dtype=torch.float64)"
726,"tensor(15.2310, dtype=torch.float64)","tensor(26.0711, dtype=torch.float64)"
727,"tensor(10.3500, dtype=torch.float64)","tensor(19.7843, dtype=torch.float64)"
728,"tensor(32.3748, dtype=torch.float64)","tensor(37.4510, dtype=torch.float64)"
729,"tensor(11.1407, dtype=torch.float64)","tensor(21.5181, dtype=torch.float64)"
730,"tensor(10.0344, dtype=torch.float64)","tensor(17.8926, dtype=torch.float64)"
731,"tensor(10.4492, dtype=torch.float64)","tensor(17.1475, dtype=torch.float64)"
732,"tensor(13.2098, dtype=torch.float64)","tensor(19.9417, dtype=torch.float64)"
733,"tensor(10.3379, dtype=torch.float64)","tensor(17.4771, dtype=torch.float64)"
734,"tensor(9.5980, dtype=torch.float64)","tensor(14.4019, dtype=torch.float64)"
735,"tensor(10.3394, dtype=torch.float64)","tensor(18.1705, dtype=torch.float64)"
736,"tensor(11.8210, dtype=torch.float64)","tensor(21.4700, dtype=torch.float64)"
737,"tensor(11.5581, dtype=torch.float64)","tensor(19.6123, dtype=torch.float64)"
738,"tensor(15.4585, dtype=torch.float64)","tensor(22.9880, dtype=torch.float64)"
739,"tensor(10.5110, dtype=torch.float64)","tensor(16.9104, dtype=torch.float64)"
740,"tensor(8.8883, dtype=torch.float64)","tensor(16.3777, dtype=torch.float64)"
741,"tensor(9.0659, dtype=torch.float64)","tensor(16.6083, dtype=torch.float64)"
742,"tensor(10.7376, dtype=torch.float64)","tensor(19.4206, dtype=torch.float64)"
743,"tensor(23.2619, dtype=torch.float64)","tensor(27.8016, dtype=torch.float64)"
744,"tensor(13.2427, dtype=torch.float64)","tensor(18.3248, dtype=torch.float64)"
745,"tensor(21.3048, dtype=torch.float64)","tensor(29.2123, dtype=torch.float64)"
746,"tensor(10.1254, dtype=torch.float64)","tensor(16.7261, dtype=torch.float64)"
747,"tensor(9.2818, dtype=torch.float64)","tensor(15.7388, dtype=torch.float64)"
748,"tensor(12.4467, dtype=torch.float64)","tensor(22.3932, dtype=torch.float64)"
749,"tensor(13.5446, dtype=torch.float64)","tensor(19.7592, dtype=torch.float64)"
750,"tensor(14.8283, dtype=torch.float64)","tensor(22.2275, dtype=torch.float64)"
751,"tensor(22.2963, dtype=torch.float64)","tensor(28.8327, dtype=torch.float64)"
752,"tensor(9.2787, dtype=torch.float64)","tensor(15.6351, dtype=torch.float64)"
753,"tensor(17.6388, dtype=torch.float64)","tensor(25.6842, dtype=torch.float64)"
754,"tensor(11.8922, dtype=torch.float64)","tensor(22.5876, dtype=torch.float64)"
755,"tensor(20.7302, dtype=torch.float64)","tensor(24.1053, dtype=torch.float64)"
756,"tensor(16.8968, dtype=torch.float64)","tensor(30.3453, dtype=torch.float64)"
757,"tensor(13.2227, dtype=torch.float64)","tensor(23.1045, dtype=torch.float64)"
758,"tensor(9.7437, dtype=torch.float64)","tensor(16.6757, dtype=torch.float64)"
759,"tensor(9.4737, dtype=torch.float64)","tensor(16.8987, dtype=torch.float64)"
760,"tensor(10.0489, dtype=torch.float64)","tensor(18.5357, dtype=torch.float64)"
761,"tensor(9.5809, dtype=torch.float64)","tensor(14.9803, dtype=torch.float64)"
762,"tensor(44.8373, dtype=torch.float64)","tensor(50.4221, dtype=torch.float64)"
763,"tensor(17.6673, dtype=torch.float64)","tensor(20.6802, dtype=torch.float64)"
764,"tensor(12.4757, dtype=torch.float64)","tensor(20.1430, dtype=torch.float64)"
765,"tensor(10.8479, dtype=torch.float64)","tensor(21.1263, dtype=torch.float64)"
766,"tensor(13.9655, dtype=torch.float64)","tensor(19.6938, dtype=torch.float64)"
767,"tensor(12.1986, dtype=torch.float64)","tensor(20.3231, dtype=torch.float64)"
768,"tensor(10.1264, dtype=torch.float64)","tensor(17.4494, dtype=torch.float64)"
769,"tensor(10.1906, dtype=torch.float64)","tensor(15.8052, dtype=torch.float64)"
770,"tensor(13.3518, dtype=torch.float64)","tensor(18.0395, dtype=torch.float64)"
771,"tensor(13.9918, dtype=torch.float64)","tensor(21.5579, dtype=torch.float64)"
772,"tensor(11.2487, dtype=torch.float64)","tensor(20.4912, dtype=torch.float64)"
773,"tensor(11.3668, dtype=torch.float64)","tensor(18.3442, dtype=torch.float64)"
774,"tensor(10.8314, dtype=torch.float64)","tensor(18.7619, dtype=torch.float64)"
775,"tensor(22.1268, dtype=torch.float64)","tensor(25.1972, dtype=torch.float64)"
776,"tensor(13.2816, dtype=torch.float64)","tensor(20.5222, dtype=torch.float64)"
777,"tensor(23.0142, dtype=torch.float64)","tensor(26.2135, dtype=torch.float64)"
778,"tensor(10.4680, dtype=torch.float64)","tensor(17.2268, dtype=torch.float64)"
779,"tensor(11.1689, dtype=torch.float64)","tensor(20.1758, dtype=torch.float64)"
780,"tensor(16.3462, dtype=torch.float64)","tensor(23.4672, dtype=torch.float64)"
781,"tensor(20.2126, dtype=torch.float64)","tensor(29.1963, dtype=torch.float64)"
782,"tensor(19.2923, dtype=torch.float64)","tensor(30.8981, dtype=torch.float64)"
783,"tensor(15.5757, dtype=torch.float64)","tensor(19.5769, dtype=torch.float64)"
784,"tensor(20.3283, dtype=torch.float64)","tensor(28.6942, dtype=torch.float64)"
785,"tensor(9.7298, dtype=torch.float64)","tensor(17.6187, dtype=torch.float64)"
786,"tensor(11.4439, dtype=torch.float64)","tensor(18.1741, dtype=torch.float64)"
787,"tensor(10.8924, dtype=torch.float64)","tensor(19.0068, dtype=torch.float64)"
788,"tensor(11.0965, dtype=torch.float64)","tensor(18.5961, dtype=torch.float64)"
789,"tensor(9.6004, dtype=torch.float64)","tensor(18.0295, dtype=torch.float64)"
790,"tensor(17.3374, dtype=torch.float64)","tensor(26.2217, dtype=torch.float64)"
791,"tensor(10.1100, dtype=torch.float64)","tensor(17.0040, dtype=torch.float64)"
792,"tensor(9.2562, dtype=torch.float64)","tensor(17.3640, dtype=torch.float64)"
793,"tensor(9.3936, dtype=torch.float64)","tensor(16.8685, dtype=torch.float64)"
794,"tensor(9.2753, dtype=torch.float64)","tensor(17.2850, dtype=torch.float64)"
795,"tensor(10.7970, dtype=torch.float64)","tensor(19.0365, dtype=torch.float64)"
796,"tensor(9.4524, dtype=torch.float64)","tensor(16.7962, dtype=torch.float64)"
797,"tensor(8.9938, dtype=torch.float64)","tensor(16.3359, dtype=torch.float64)"
798,"tensor(15.1509, dtype=torch.float64)","tensor(22.1654, dtype=torch.float64)"
799,"tensor(10.3019, dtype=torch.float64)","tensor(17.0994, dtype=torch.float64)"
800,"tensor(14.3811, dtype=torch.float64)","tensor(19.2367, dtype=torch.float64)"
801,"tensor(10.6451, dtype=torch.float64)","tensor(17.4241, dtype=torch.float64)"
802,"tensor(14.1339, dtype=torch.float64)","tensor(21.1469, dtype=torch.float64)"
803,"tensor(17.7980, dtype=torch.float64)","tensor(21.2695, dtype=torch.float64)"
804,"tensor(9.8155, dtype=torch.float64)","tensor(17.9611, dtype=torch.float64)"
805,"tensor(12.5427, dtype=torch.float64)","tensor(21.9270, dtype=torch.float64)"
806,"tensor(12.5149, dtype=torch.float64)","tensor(21.6644, dtype=torch.float64)"
807,"tensor(9.3407, dtype=torch.float64)","tensor(17.7110, dtype=torch.float64)"
808,"tensor(10.3364, dtype=torch.float64)","tensor(18.9151, dtype=torch.float64)"
809,"tensor(12.4593, dtype=torch.float64)","tensor(22.7915, dtype=torch.float64)"
810,"tensor(16.2183, dtype=torch.float64)","tensor(23.1520, dtype=torch.float64)"
811,"tensor(28.3652, dtype=torch.float64)","tensor(40.9421, dtype=torch.float64)"
812,"tensor(36.6353, dtype=torch.float64)","tensor(43.1874, dtype=torch.float64)"
813,"tensor(21.0105, dtype=torch.float64)","tensor(23.8756, dtype=torch.float64)"
814,"tensor(12.5551, dtype=torch.float64)","tensor(19.9338, dtype=torch.float64)"
815,"tensor(9.5712, dtype=torch.float64)","tensor(17.3941, dtype=torch.float64)"
816,"tensor(9.3520, dtype=torch.float64)","tensor(17.0979, dtype=torch.float64)"
817,"tensor(9.1728, dtype=torch.float64)","tensor(17.5193, dtype=torch.float64)"
818,"tensor(14.3925, dtype=torch.float64)","tensor(22.7859, dtype=torch.float64)"
819,"tensor(13.9719, dtype=torch.float64)","tensor(21.7917, dtype=torch.float64)"
820,"tensor(9.5787, dtype=torch.float64)","tensor(17.9523, dtype=torch.float64)"
821,"tensor(9.0110, dtype=torch.float64)","tensor(16.3230, dtype=torch.float64)"
822,"tensor(19.6881, dtype=torch.float64)","tensor(30.5013, dtype=torch.float64)"
823,"tensor(19.5225, dtype=torch.float64)","tensor(29.5279, dtype=torch.float64)"
824,"tensor(10.3171, dtype=torch.float64)","tensor(16.7271, dtype=torch.float64)"
825,"tensor(9.2191, dtype=torch.float64)","tensor(15.8005, dtype=torch.float64)"
826,"tensor(10.4355, dtype=torch.float64)","tensor(20.2377, dtype=torch.float64)"
827,"tensor(13.1172, dtype=torch.float64)","tensor(20.9512, dtype=torch.float64)"
828,"tensor(10.8456, dtype=torch.float64)","tensor(16.9365, dtype=torch.float64)"
829,"tensor(14.5480, dtype=torch.float64)","tensor(19.7483, dtype=torch.float64)"
830,"tensor(13.8894, dtype=torch.float64)","tensor(21.2272, dtype=torch.float64)"
831,"tensor(18.1907, dtype=torch.float64)","tensor(24.6672, dtype=torch.float64)"
832,"tensor(9.8827, dtype=torch.float64)","tensor(18.1794, dtype=torch.float64)"
833,"tensor(12.2909, dtype=torch.float64)","tensor(22.1962, dtype=torch.float64)"
834,"tensor(10.8016, dtype=torch.float64)","tensor(18.2380, dtype=torch.float64)"
835,"tensor(13.2457, dtype=torch.float64)","tensor(23.5699, dtype=torch.float64)"
836,"tensor(19.3373, dtype=torch.float64)","tensor(24.8530, dtype=torch.float64)"
837,"tensor(12.2501, dtype=torch.float64)","tensor(17.2199, dtype=torch.float64)"
838,"tensor(13.7197, dtype=torch.float64)","tensor(23.1296, dtype=torch.float64)"
839,"tensor(11.6463, dtype=torch.float64)","tensor(20.5012, dtype=torch.float64)"
840,"tensor(9.8418, dtype=torch.float64)","tensor(18.2790, dtype=torch.float64)"
841,"tensor(9.8683, dtype=torch.float64)","tensor(17.6481, dtype=torch.float64)"
842,"tensor(48.7958, dtype=torch.float64)","tensor(52.7936, dtype=torch.float64)"
843,"tensor(10.6628, dtype=torch.float64)","tensor(19.9376, dtype=torch.float64)"
844,"tensor(11.2640, dtype=torch.float64)","tensor(18.0008, dtype=torch.float64)"
845,"tensor(12.7083, dtype=torch.float64)","tensor(17.2104, dtype=torch.float64)"
846,"tensor(9.2880, dtype=torch.float64)","tensor(17.2788, dtype=torch.float64)"
847,"tensor(9.0359, dtype=torch.float64)","tensor(16.2012, dtype=torch.float64)"
848,"tensor(13.2632, dtype=torch.float64)","tensor(25.7384, dtype=torch.float64)"
849,"tensor(18.5497, dtype=torch.float64)","tensor(24.7861, dtype=torch.float64)"
850,"tensor(32.5829, dtype=torch.float64)","tensor(40.2786, dtype=torch.float64)"
851,"tensor(12.0406, dtype=torch.float64)","tensor(22.0139, dtype=torch.float64)"
852,"tensor(10.3326, dtype=torch.float64)","tensor(17.4883, dtype=torch.float64)"
853,"tensor(14.2369, dtype=torch.float64)","tensor(19.0525, dtype=torch.float64)"
854,"tensor(11.3861, dtype=torch.float64)","tensor(18.4704, dtype=torch.float64)"
855,"tensor(13.4447, dtype=torch.float64)","tensor(16.7784, dtype=torch.float64)"
856,"tensor(13.8737, dtype=torch.float64)","tensor(19.2634, dtype=torch.float64)"
857,"tensor(9.9993, dtype=torch.float64)","tensor(17.5910, dtype=torch.float64)"
858,"tensor(11.3498, dtype=torch.float64)","tensor(18.6940, dtype=torch.float64)"
859,"tensor(12.7235, dtype=torch.float64)","tensor(19.1122, dtype=torch.float64)"
860,"tensor(26.7774, dtype=torch.float64)","tensor(41.7329, dtype=torch.float64)"
861,"tensor(17.9764, dtype=torch.float64)","tensor(28.1045, dtype=torch.float64)"
862,"tensor(9.4998, dtype=torch.float64)","tensor(15.5896, dtype=torch.float64)"
863,"tensor(8.8703, dtype=torch.float64)","tensor(14.6043, dtype=torch.float64)"
864,"tensor(31.4091, dtype=torch.float64)","tensor(38.6723, dtype=torch.float64)"
865,"tensor(12.8770, dtype=torch.float64)","tensor(19.2439, dtype=torch.float64)"
866,"tensor(12.6178, dtype=torch.float64)","tensor(22.0198, dtype=torch.float64)"
867,"tensor(10.4673, dtype=torch.float64)","tensor(18.4553, dtype=torch.float64)"
868,"tensor(11.6631, dtype=torch.float64)","tensor(20.9356, dtype=torch.float64)"
869,"tensor(17.5116, dtype=torch.float64)","tensor(21.2808, dtype=torch.float64)"
870,"tensor(11.1713, dtype=torch.float64)","tensor(17.1352, dtype=torch.float64)"
871,"tensor(11.7068, dtype=torch.float64)","tensor(21.1586, dtype=torch.float64)"
872,"tensor(13.2782, dtype=torch.float64)","tensor(23.9724, dtype=torch.float64)"
873,"tensor(12.1575, dtype=torch.float64)","tensor(17.8276, dtype=torch.float64)"
874,"tensor(12.9342, dtype=torch.float64)","tensor(20.6945, dtype=torch.float64)"
875,"tensor(13.3251, dtype=torch.float64)","tensor(21.4959, dtype=torch.float64)"
876,"tensor(14.2520, dtype=torch.float64)","tensor(22.8107, dtype=torch.float64)"
877,"tensor(9.6165, dtype=torch.float64)","tensor(17.1770, dtype=torch.float64)"
878,"tensor(11.5709, dtype=torch.float64)","tensor(22.5876, dtype=torch.float64)"
879,"tensor(14.9968, dtype=torch.float64)","tensor(22.8469, dtype=torch.float64)"
880,"tensor(9.1460, dtype=torch.float64)","tensor(15.5867, dtype=torch.float64)"
881,"tensor(12.7556, dtype=torch.float64)","tensor(23.4291, dtype=torch.float64)"
882,"tensor(10.8187, dtype=torch.float64)","tensor(19.1813, dtype=torch.float64)"
883,"tensor(10.1123, dtype=torch.float64)","tensor(16.4949, dtype=torch.float64)"
884,"tensor(13.3436, dtype=torch.float64)","tensor(23.5945, dtype=torch.float64)"
885,"tensor(20.0746, dtype=torch.float64)","tensor(29.7923, dtype=torch.float64)"
886,"tensor(20.2021, dtype=torch.float64)","tensor(26.1140, dtype=torch.float64)"
887,"tensor(13.0878, dtype=torch.float64)","tensor(18.7490, dtype=torch.float64)"
888,"tensor(16.4600, dtype=torch.float64)","tensor(23.1374, dtype=torch.float64)"
889,"tensor(11.8289, dtype=torch.float64)","tensor(21.7843, dtype=torch.float64)"
890,"tensor(10.9530, dtype=torch.float64)","tensor(17.9788, dtype=torch.float64)"
891,"tensor(15.9303, dtype=torch.float64)","tensor(22.7968, dtype=torch.float64)"
892,"tensor(10.7647, dtype=torch.float64)","tensor(17.4956, dtype=torch.float64)"
893,"tensor(11.0942, dtype=torch.float64)","tensor(19.3329, dtype=torch.float64)"
894,"tensor(9.1848, dtype=torch.float64)","tensor(16.3420, dtype=torch.float64)"
895,"tensor(10.4955, dtype=torch.float64)","tensor(19.1463, dtype=torch.float64)"
896,"tensor(11.3681, dtype=torch.float64)","tensor(18.7327, dtype=torch.float64)"
897,"tensor(13.6124, dtype=torch.float64)","tensor(17.4631, dtype=torch.float64)"
898,"tensor(12.4619, dtype=torch.float64)","tensor(22.0245, dtype=torch.float64)"
899,"tensor(15.1622, dtype=torch.float64)","tensor(21.8709, dtype=torch.float64)"
900,"tensor(12.2237, dtype=torch.float64)","tensor(17.6524, dtype=torch.float64)"
901,"tensor(12.9905, dtype=torch.float64)","tensor(20.4984, dtype=torch.float64)"
902,"tensor(32.2163, dtype=torch.float64)","tensor(35.9411, dtype=torch.float64)"
903,"tensor(17.7994, dtype=torch.float64)","tensor(30.5483, dtype=torch.float64)"
904,"tensor(24.0893, dtype=torch.float64)","tensor(27.7011, dtype=torch.float64)"
905,"tensor(22.9888, dtype=torch.float64)","tensor(32.6337, dtype=torch.float64)"
906,"tensor(16.7765, dtype=torch.float64)","tensor(23.8736, dtype=torch.float64)"
907,"tensor(13.0940, dtype=torch.float64)","tensor(22.2719, dtype=torch.float64)"
908,"tensor(24.1647, dtype=torch.float64)","tensor(29.4061, dtype=torch.float64)"
909,"tensor(10.2785, dtype=torch.float64)","tensor(15.6349, dtype=torch.float64)"
910,"tensor(9.3151, dtype=torch.float64)","tensor(17.1347, dtype=torch.float64)"
911,"tensor(14.1673, dtype=torch.float64)","tensor(25.3287, dtype=torch.float64)"
912,"tensor(9.7206, dtype=torch.float64)","tensor(17.6027, dtype=torch.float64)"
913,"tensor(10.5457, dtype=torch.float64)","tensor(17.8237, dtype=torch.float64)"
914,"tensor(11.7754, dtype=torch.float64)","tensor(20.3053, dtype=torch.float64)"
915,"tensor(10.9121, dtype=torch.float64)","tensor(19.4438, dtype=torch.float64)"
916,"tensor(12.7676, dtype=torch.float64)","tensor(23.0471, dtype=torch.float64)"
917,"tensor(9.0267, dtype=torch.float64)","tensor(15.7076, dtype=torch.float64)"
918,"tensor(12.3045, dtype=torch.float64)","tensor(20.5537, dtype=torch.float64)"
919,"tensor(9.2974, dtype=torch.float64)","tensor(14.6694, dtype=torch.float64)"
920,"tensor(15.6284, dtype=torch.float64)","tensor(20.6705, dtype=torch.float64)"
921,"tensor(13.5115, dtype=torch.float64)","tensor(18.8648, dtype=torch.float64)"
922,"tensor(15.4573, dtype=torch.float64)","tensor(25.1236, dtype=torch.float64)"
923,"tensor(20.8191, dtype=torch.float64)","tensor(29.6794, dtype=torch.float64)"
924,"tensor(27.1977, dtype=torch.float64)","tensor(36.5503, dtype=torch.float64)"
925,"tensor(16.6007, dtype=torch.float64)","tensor(19.8490, dtype=torch.float64)"
926,"tensor(11.1655, dtype=torch.float64)","tensor(16.7643, dtype=torch.float64)"
927,"tensor(10.0424, dtype=torch.float64)","tensor(18.4096, dtype=torch.float64)"
928,"tensor(23.5035, dtype=torch.float64)","tensor(27.5036, dtype=torch.float64)"
929,"tensor(13.3268, dtype=torch.float64)","tensor(18.2538, dtype=torch.float64)"
930,"tensor(11.8104, dtype=torch.float64)","tensor(21.2804, dtype=torch.float64)"
931,"tensor(12.6535, dtype=torch.float64)","tensor(18.4615, dtype=torch.float64)"
932,"tensor(13.9979, dtype=torch.float64)","tensor(25.1683, dtype=torch.float64)"
933,"tensor(11.1302, dtype=torch.float64)","tensor(20.2185, dtype=torch.float64)"
934,"tensor(10.4085, dtype=torch.float64)","tensor(18.6066, dtype=torch.float64)"
935,"tensor(16.8832, dtype=torch.float64)","tensor(23.7095, dtype=torch.float64)"
936,"tensor(12.5055, dtype=torch.float64)","tensor(20.9852, dtype=torch.float64)"
937,"tensor(17.4472, dtype=torch.float64)","tensor(21.0223, dtype=torch.float64)"
938,"tensor(13.0605, dtype=torch.float64)","tensor(23.2136, dtype=torch.float64)"
939,"tensor(10.0937, dtype=torch.float64)","tensor(17.6494, dtype=torch.float64)"
940,"tensor(12.6152, dtype=torch.float64)","tensor(19.8772, dtype=torch.float64)"
941,"tensor(11.6844, dtype=torch.float64)","tensor(19.1194, dtype=torch.float64)"
942,"tensor(11.5020, dtype=torch.float64)","tensor(18.9774, dtype=torch.float64)"
943,"tensor(17.1586, dtype=torch.float64)","tensor(24.1772, dtype=torch.float64)"
944,"tensor(12.1210, dtype=torch.float64)","tensor(15.8791, dtype=torch.float64)"
945,"tensor(18.1776, dtype=torch.float64)","tensor(28.2256, dtype=torch.float64)"
946,"tensor(14.4018, dtype=torch.float64)","tensor(25.4596, dtype=torch.float64)"
947,"tensor(10.4073, dtype=torch.float64)","tensor(18.3739, dtype=torch.float64)"
948,"tensor(10.1166, dtype=torch.float64)","tensor(15.4172, dtype=torch.float64)"
949,"tensor(8.5415, dtype=torch.float64)","tensor(15.0034, dtype=torch.float64)"
