Epoch,MAE,RMSE
26,"tensor(10.5767, dtype=torch.float64)","tensor(16.8757, dtype=torch.float64)"
27,"tensor(30.5279, dtype=torch.float64)","tensor(51.5970, dtype=torch.float64)"
28,"tensor(24.7903, dtype=torch.float64)","tensor(35.9822, dtype=torch.float64)"
29,"tensor(23.7698, dtype=torch.float64)","tensor(26.5751, dtype=torch.float64)"
30,"tensor(33.5933, dtype=torch.float64)","tensor(49.1926, dtype=torch.float64)"
31,"tensor(26.2788, dtype=torch.float64)","tensor(28.9868, dtype=torch.float64)"
32,"tensor(73.1061, dtype=torch.float64)","tensor(95.4195, dtype=torch.float64)"
33,"tensor(24.8567, dtype=torch.float64)","tensor(42.8227, dtype=torch.float64)"
34,"tensor(11.5047, dtype=torch.float64)","tensor(17.5246, dtype=torch.float64)"
35,"tensor(23.3276, dtype=torch.float64)","tensor(31.9761, dtype=torch.float64)"
36,"tensor(29.9579, dtype=torch.float64)","tensor(34.8141, dtype=torch.float64)"
37,"tensor(36.6068, dtype=torch.float64)","tensor(46.1477, dtype=torch.float64)"
38,"tensor(17.6619, dtype=torch.float64)","tensor(28.2437, dtype=torch.float64)"
39,"tensor(19.6366, dtype=torch.float64)","tensor(22.7872, dtype=torch.float64)"
40,"tensor(20.2364, dtype=torch.float64)","tensor(30.2028, dtype=torch.float64)"
41,"tensor(16.8323, dtype=torch.float64)","tensor(20.7097, dtype=torch.float64)"
42,"tensor(25.8589, dtype=torch.float64)","tensor(30.5910, dtype=torch.float64)"
43,"tensor(22.3257, dtype=torch.float64)","tensor(29.1159, dtype=torch.float64)"
44,"tensor(50.5672, dtype=torch.float64)","tensor(95.6831, dtype=torch.float64)"
45,"tensor(13.4710, dtype=torch.float64)","tensor(16.2933, dtype=torch.float64)"
46,"tensor(23.0977, dtype=torch.float64)","tensor(42.5405, dtype=torch.float64)"
47,"tensor(12.8594, dtype=torch.float64)","tensor(15.8489, dtype=torch.float64)"
48,"tensor(33.5396, dtype=torch.float64)","tensor(46.9701, dtype=torch.float64)"
49,"tensor(11.2879, dtype=torch.float64)","tensor(15.1220, dtype=torch.float64)"
50,"tensor(15.8150, dtype=torch.float64)","tensor(19.0076, dtype=torch.float64)"
51,"tensor(16.8043, dtype=torch.float64)","tensor(27.0718, dtype=torch.float64)"
52,"tensor(11.5619, dtype=torch.float64)","tensor(15.4629, dtype=torch.float64)"
53,"tensor(13.4837, dtype=torch.float64)","tensor(18.7212, dtype=torch.float64)"
54,"tensor(10.8416, dtype=torch.float64)","tensor(15.6968, dtype=torch.float64)"
55,"tensor(13.6686, dtype=torch.float64)","tensor(16.8750, dtype=torch.float64)"
56,"tensor(30.4119, dtype=torch.float64)","tensor(36.7208, dtype=torch.float64)"
57,"tensor(18.6863, dtype=torch.float64)","tensor(24.4326, dtype=torch.float64)"
58,"tensor(24.0168, dtype=torch.float64)","tensor(29.2848, dtype=torch.float64)"
59,"tensor(9.9951, dtype=torch.float64)","tensor(14.1189, dtype=torch.float64)"
60,"tensor(38.9769, dtype=torch.float64)","tensor(43.0984, dtype=torch.float64)"
61,"tensor(14.3747, dtype=torch.float64)","tensor(23.0346, dtype=torch.float64)"
62,"tensor(27.4780, dtype=torch.float64)","tensor(37.4395, dtype=torch.float64)"
63,"tensor(10.8092, dtype=torch.float64)","tensor(15.4771, dtype=torch.float64)"
64,"tensor(56.5425, dtype=torch.float64)","tensor(58.2473, dtype=torch.float64)"
65,"tensor(26.1129, dtype=torch.float64)","tensor(29.6318, dtype=torch.float64)"
66,"tensor(21.6067, dtype=torch.float64)","tensor(27.0423, dtype=torch.float64)"
67,"tensor(13.1684, dtype=torch.float64)","tensor(17.6565, dtype=torch.float64)"
68,"tensor(20.0491, dtype=torch.float64)","tensor(25.7470, dtype=torch.float64)"
69,"tensor(13.4927, dtype=torch.float64)","tensor(20.6982, dtype=torch.float64)"
70,"tensor(28.2960, dtype=torch.float64)","tensor(35.7398, dtype=torch.float64)"
71,"tensor(11.7070, dtype=torch.float64)","tensor(20.6407, dtype=torch.float64)"
72,"tensor(16.8246, dtype=torch.float64)","tensor(19.5944, dtype=torch.float64)"
73,"tensor(11.0050, dtype=torch.float64)","tensor(15.0292, dtype=torch.float64)"
74,"tensor(32.6826, dtype=torch.float64)","tensor(39.8216, dtype=torch.float64)"
75,"tensor(9.8680, dtype=torch.float64)","tensor(14.6636, dtype=torch.float64)"
76,"tensor(21.0215, dtype=torch.float64)","tensor(25.0652, dtype=torch.float64)"
77,"tensor(14.0051, dtype=torch.float64)","tensor(16.9703, dtype=torch.float64)"
78,"tensor(11.8484, dtype=torch.float64)","tensor(17.9789, dtype=torch.float64)"
79,"tensor(16.4535, dtype=torch.float64)","tensor(19.9640, dtype=torch.float64)"
80,"tensor(8.6485, dtype=torch.float64)","tensor(13.0900, dtype=torch.float64)"
81,"tensor(26.6789, dtype=torch.float64)","tensor(36.8905, dtype=torch.float64)"
82,"tensor(16.6990, dtype=torch.float64)","tensor(22.9179, dtype=torch.float64)"
83,"tensor(12.3369, dtype=torch.float64)","tensor(18.0132, dtype=torch.float64)"
84,"tensor(9.8581, dtype=torch.float64)","tensor(13.4096, dtype=torch.float64)"
85,"tensor(9.9084, dtype=torch.float64)","tensor(14.2534, dtype=torch.float64)"
86,"tensor(26.1338, dtype=torch.float64)","tensor(30.9627, dtype=torch.float64)"
87,"tensor(16.5774, dtype=torch.float64)","tensor(19.4500, dtype=torch.float64)"
88,"tensor(33.4543, dtype=torch.float64)","tensor(40.0603, dtype=torch.float64)"
89,"tensor(27.1827, dtype=torch.float64)","tensor(37.3018, dtype=torch.float64)"
90,"tensor(11.2371, dtype=torch.float64)","tensor(14.9473, dtype=torch.float64)"
91,"tensor(24.7100, dtype=torch.float64)","tensor(32.7838, dtype=torch.float64)"
92,"tensor(33.1444, dtype=torch.float64)","tensor(40.7108, dtype=torch.float64)"
93,"tensor(21.7809, dtype=torch.float64)","tensor(29.5819, dtype=torch.float64)"
94,"tensor(20.0766, dtype=torch.float64)","tensor(28.9703, dtype=torch.float64)"
95,"tensor(22.5423, dtype=torch.float64)","tensor(25.5019, dtype=torch.float64)"
96,"tensor(29.9021, dtype=torch.float64)","tensor(36.4058, dtype=torch.float64)"
97,"tensor(15.9337, dtype=torch.float64)","tensor(23.2165, dtype=torch.float64)"
98,"tensor(13.3957, dtype=torch.float64)","tensor(20.5158, dtype=torch.float64)"
99,"tensor(27.7413, dtype=torch.float64)","tensor(32.1547, dtype=torch.float64)"
100,"tensor(8.8854, dtype=torch.float64)","tensor(13.1112, dtype=torch.float64)"
101,"tensor(11.4538, dtype=torch.float64)","tensor(14.3850, dtype=torch.float64)"
102,"tensor(11.3620, dtype=torch.float64)","tensor(17.9850, dtype=torch.float64)"
103,"tensor(11.1132, dtype=torch.float64)","tensor(18.6555, dtype=torch.float64)"
104,"tensor(23.7342, dtype=torch.float64)","tensor(29.3997, dtype=torch.float64)"
105,"tensor(12.6821, dtype=torch.float64)","tensor(18.8668, dtype=torch.float64)"
106,"tensor(14.6115, dtype=torch.float64)","tensor(18.0819, dtype=torch.float64)"
107,"tensor(28.8334, dtype=torch.float64)","tensor(36.2588, dtype=torch.float64)"
108,"tensor(24.4133, dtype=torch.float64)","tensor(31.0342, dtype=torch.float64)"
109,"tensor(15.9115, dtype=torch.float64)","tensor(20.2634, dtype=torch.float64)"
110,"tensor(8.3545, dtype=torch.float64)","tensor(13.1603, dtype=torch.float64)"
111,"tensor(29.9345, dtype=torch.float64)","tensor(34.0680, dtype=torch.float64)"
112,"tensor(10.8125, dtype=torch.float64)","tensor(15.1221, dtype=torch.float64)"
113,"tensor(25.7571, dtype=torch.float64)","tensor(36.0662, dtype=torch.float64)"
114,"tensor(9.2207, dtype=torch.float64)","tensor(15.9262, dtype=torch.float64)"
115,"tensor(21.5786, dtype=torch.float64)","tensor(32.4619, dtype=torch.float64)"
116,"tensor(14.2613, dtype=torch.float64)","tensor(17.4418, dtype=torch.float64)"
117,"tensor(29.0007, dtype=torch.float64)","tensor(35.2864, dtype=torch.float64)"
118,"tensor(56.1296, dtype=torch.float64)","tensor(84.2763, dtype=torch.float64)"
119,"tensor(18.9457, dtype=torch.float64)","tensor(24.9320, dtype=torch.float64)"
120,"tensor(9.5927, dtype=torch.float64)","tensor(16.7778, dtype=torch.float64)"
121,"tensor(40.1971, dtype=torch.float64)","tensor(52.5465, dtype=torch.float64)"
122,"tensor(12.7898, dtype=torch.float64)","tensor(16.7726, dtype=torch.float64)"
123,"tensor(14.2874, dtype=torch.float64)","tensor(17.7711, dtype=torch.float64)"
124,"tensor(16.0793, dtype=torch.float64)","tensor(18.9227, dtype=torch.float64)"
125,"tensor(8.6456, dtype=torch.float64)","tensor(12.8265, dtype=torch.float64)"
126,"tensor(8.5864, dtype=torch.float64)","tensor(12.4518, dtype=torch.float64)"
127,"tensor(19.5960, dtype=torch.float64)","tensor(22.3573, dtype=torch.float64)"
128,"tensor(33.9174, dtype=torch.float64)","tensor(38.3659, dtype=torch.float64)"
129,"tensor(24.1883, dtype=torch.float64)","tensor(30.9456, dtype=torch.float64)"
130,"tensor(23.5011, dtype=torch.float64)","tensor(30.5459, dtype=torch.float64)"
131,"tensor(10.7951, dtype=torch.float64)","tensor(16.8703, dtype=torch.float64)"
132,"tensor(32.5939, dtype=torch.float64)","tensor(37.4609, dtype=torch.float64)"
133,"tensor(14.4914, dtype=torch.float64)","tensor(20.9324, dtype=torch.float64)"
134,"tensor(11.4231, dtype=torch.float64)","tensor(20.4248, dtype=torch.float64)"
135,"tensor(22.8305, dtype=torch.float64)","tensor(27.8135, dtype=torch.float64)"
136,"tensor(12.2986, dtype=torch.float64)","tensor(19.3828, dtype=torch.float64)"
137,"tensor(14.4262, dtype=torch.float64)","tensor(19.2026, dtype=torch.float64)"
138,"tensor(23.0378, dtype=torch.float64)","tensor(31.1971, dtype=torch.float64)"
139,"tensor(24.3831, dtype=torch.float64)","tensor(30.4453, dtype=torch.float64)"
140,"tensor(10.2920, dtype=torch.float64)","tensor(14.6589, dtype=torch.float64)"
141,"tensor(24.5859, dtype=torch.float64)","tensor(28.0325, dtype=torch.float64)"
142,"tensor(14.4689, dtype=torch.float64)","tensor(28.5449, dtype=torch.float64)"
143,"tensor(9.6627, dtype=torch.float64)","tensor(14.1726, dtype=torch.float64)"
144,"tensor(26.4871, dtype=torch.float64)","tensor(29.9243, dtype=torch.float64)"
145,"tensor(18.6957, dtype=torch.float64)","tensor(27.0366, dtype=torch.float64)"
146,"tensor(8.6205, dtype=torch.float64)","tensor(12.0629, dtype=torch.float64)"
147,"tensor(21.6169, dtype=torch.float64)","tensor(26.3729, dtype=torch.float64)"
148,"tensor(7.9073, dtype=torch.float64)","tensor(11.7895, dtype=torch.float64)"
149,"tensor(13.3194, dtype=torch.float64)","tensor(17.8511, dtype=torch.float64)"
150,"tensor(25.9975, dtype=torch.float64)","tensor(31.9156, dtype=torch.float64)"
151,"tensor(9.2927, dtype=torch.float64)","tensor(14.2367, dtype=torch.float64)"
152,"tensor(12.2566, dtype=torch.float64)","tensor(22.5787, dtype=torch.float64)"
153,"tensor(24.6745, dtype=torch.float64)","tensor(33.5726, dtype=torch.float64)"
154,"tensor(23.7859, dtype=torch.float64)","tensor(28.4360, dtype=torch.float64)"
155,"tensor(35.6995, dtype=torch.float64)","tensor(41.0590, dtype=torch.float64)"
156,"tensor(12.2416, dtype=torch.float64)","tensor(17.4895, dtype=torch.float64)"
157,"tensor(11.1931, dtype=torch.float64)","tensor(17.6752, dtype=torch.float64)"
158,"tensor(12.4168, dtype=torch.float64)","tensor(17.5594, dtype=torch.float64)"
159,"tensor(14.1202, dtype=torch.float64)","tensor(24.9459, dtype=torch.float64)"
160,"tensor(11.9021, dtype=torch.float64)","tensor(16.5622, dtype=torch.float64)"
161,"tensor(13.2411, dtype=torch.float64)","tensor(16.6835, dtype=torch.float64)"
162,"tensor(35.4932, dtype=torch.float64)","tensor(39.1740, dtype=torch.float64)"
163,"tensor(18.9027, dtype=torch.float64)","tensor(25.5208, dtype=torch.float64)"
164,"tensor(8.0713, dtype=torch.float64)","tensor(12.3208, dtype=torch.float64)"
165,"tensor(10.2424, dtype=torch.float64)","tensor(14.8890, dtype=torch.float64)"
166,"tensor(31.3343, dtype=torch.float64)","tensor(36.4356, dtype=torch.float64)"
167,"tensor(20.2416, dtype=torch.float64)","tensor(24.7478, dtype=torch.float64)"
168,"tensor(12.5281, dtype=torch.float64)","tensor(16.2020, dtype=torch.float64)"
169,"tensor(13.3396, dtype=torch.float64)","tensor(21.1563, dtype=torch.float64)"
170,"tensor(31.2941, dtype=torch.float64)","tensor(37.5608, dtype=torch.float64)"
171,"tensor(10.8249, dtype=torch.float64)","tensor(16.5185, dtype=torch.float64)"
172,"tensor(14.5178, dtype=torch.float64)","tensor(23.1864, dtype=torch.float64)"
173,"tensor(19.9110, dtype=torch.float64)","tensor(34.7132, dtype=torch.float64)"
174,"tensor(17.1072, dtype=torch.float64)","tensor(26.4835, dtype=torch.float64)"
175,"tensor(31.9471, dtype=torch.float64)","tensor(35.6328, dtype=torch.float64)"
176,"tensor(8.7328, dtype=torch.float64)","tensor(13.7113, dtype=torch.float64)"
177,"tensor(12.9240, dtype=torch.float64)","tensor(20.4281, dtype=torch.float64)"
178,"tensor(20.3781, dtype=torch.float64)","tensor(24.2515, dtype=torch.float64)"
179,"tensor(16.8237, dtype=torch.float64)","tensor(23.2710, dtype=torch.float64)"
180,"tensor(14.5672, dtype=torch.float64)","tensor(21.7351, dtype=torch.float64)"
181,"tensor(24.7548, dtype=torch.float64)","tensor(31.8180, dtype=torch.float64)"
182,"tensor(29.1749, dtype=torch.float64)","tensor(33.8113, dtype=torch.float64)"
183,"tensor(27.3373, dtype=torch.float64)","tensor(37.9941, dtype=torch.float64)"
184,"tensor(8.3400, dtype=torch.float64)","tensor(12.8090, dtype=torch.float64)"
185,"tensor(27.8996, dtype=torch.float64)","tensor(30.5586, dtype=torch.float64)"
186,"tensor(14.6826, dtype=torch.float64)","tensor(18.7726, dtype=torch.float64)"
187,"tensor(11.1710, dtype=torch.float64)","tensor(17.7363, dtype=torch.float64)"
188,"tensor(15.6651, dtype=torch.float64)","tensor(20.9151, dtype=torch.float64)"
189,"tensor(10.8860, dtype=torch.float64)","tensor(17.3703, dtype=torch.float64)"
190,"tensor(23.8747, dtype=torch.float64)","tensor(29.5265, dtype=torch.float64)"
191,"tensor(12.8290, dtype=torch.float64)","tensor(17.1911, dtype=torch.float64)"
192,"tensor(19.3760, dtype=torch.float64)","tensor(29.3692, dtype=torch.float64)"
193,"tensor(9.4939, dtype=torch.float64)","tensor(15.5506, dtype=torch.float64)"
194,"tensor(9.3401, dtype=torch.float64)","tensor(16.6320, dtype=torch.float64)"
195,"tensor(8.6910, dtype=torch.float64)","tensor(13.3927, dtype=torch.float64)"
196,"tensor(22.1190, dtype=torch.float64)","tensor(30.5308, dtype=torch.float64)"
197,"tensor(57.9173, dtype=torch.float64)","tensor(74.2767, dtype=torch.float64)"
198,"tensor(11.9422, dtype=torch.float64)","tensor(17.5755, dtype=torch.float64)"
199,"tensor(22.7152, dtype=torch.float64)","tensor(29.3486, dtype=torch.float64)"
200,"tensor(10.6762, dtype=torch.float64)","tensor(14.9911, dtype=torch.float64)"
201,"tensor(38.4432, dtype=torch.float64)","tensor(40.7712, dtype=torch.float64)"
202,"tensor(16.8374, dtype=torch.float64)","tensor(23.5987, dtype=torch.float64)"
203,"tensor(8.4462, dtype=torch.float64)","tensor(13.2269, dtype=torch.float64)"
204,"tensor(11.4793, dtype=torch.float64)","tensor(15.5530, dtype=torch.float64)"
205,"tensor(31.9914, dtype=torch.float64)","tensor(38.8880, dtype=torch.float64)"
206,"tensor(18.9126, dtype=torch.float64)","tensor(25.9563, dtype=torch.float64)"
207,"tensor(14.2421, dtype=torch.float64)","tensor(24.2391, dtype=torch.float64)"
208,"tensor(19.3240, dtype=torch.float64)","tensor(29.1186, dtype=torch.float64)"
209,"tensor(15.1005, dtype=torch.float64)","tensor(25.6233, dtype=torch.float64)"
210,"tensor(17.8036, dtype=torch.float64)","tensor(23.8425, dtype=torch.float64)"
211,"tensor(10.0241, dtype=torch.float64)","tensor(14.3917, dtype=torch.float64)"
212,"tensor(20.0975, dtype=torch.float64)","tensor(23.9710, dtype=torch.float64)"
213,"tensor(22.4811, dtype=torch.float64)","tensor(29.8024, dtype=torch.float64)"
214,"tensor(16.2639, dtype=torch.float64)","tensor(20.4235, dtype=torch.float64)"
215,"tensor(11.5576, dtype=torch.float64)","tensor(14.9997, dtype=torch.float64)"
216,"tensor(29.8050, dtype=torch.float64)","tensor(38.2241, dtype=torch.float64)"
217,"tensor(14.4827, dtype=torch.float64)","tensor(23.8161, dtype=torch.float64)"
218,"tensor(9.5509, dtype=torch.float64)","tensor(14.4240, dtype=torch.float64)"
219,"tensor(12.2405, dtype=torch.float64)","tensor(15.4124, dtype=torch.float64)"
220,"tensor(36.0076, dtype=torch.float64)","tensor(39.9036, dtype=torch.float64)"
221,"tensor(34.2809, dtype=torch.float64)","tensor(38.4623, dtype=torch.float64)"
222,"tensor(9.5757, dtype=torch.float64)","tensor(15.8224, dtype=torch.float64)"
223,"tensor(10.4803, dtype=torch.float64)","tensor(17.8443, dtype=torch.float64)"
224,"tensor(12.6023, dtype=torch.float64)","tensor(18.1486, dtype=torch.float64)"
225,"tensor(8.4634, dtype=torch.float64)","tensor(13.4781, dtype=torch.float64)"
226,"tensor(22.5096, dtype=torch.float64)","tensor(28.6159, dtype=torch.float64)"
227,"tensor(27.8358, dtype=torch.float64)","tensor(33.2852, dtype=torch.float64)"
228,"tensor(17.7222, dtype=torch.float64)","tensor(27.3345, dtype=torch.float64)"
229,"tensor(12.9006, dtype=torch.float64)","tensor(22.1890, dtype=torch.float64)"
230,"tensor(39.7497, dtype=torch.float64)","tensor(58.9122, dtype=torch.float64)"
231,"tensor(9.6851, dtype=torch.float64)","tensor(15.6243, dtype=torch.float64)"
232,"tensor(17.4759, dtype=torch.float64)","tensor(24.0381, dtype=torch.float64)"
233,"tensor(14.9027, dtype=torch.float64)","tensor(18.6368, dtype=torch.float64)"
234,"tensor(18.7242, dtype=torch.float64)","tensor(22.0310, dtype=torch.float64)"
235,"tensor(11.2158, dtype=torch.float64)","tensor(16.7675, dtype=torch.float64)"
236,"tensor(16.5852, dtype=torch.float64)","tensor(21.5197, dtype=torch.float64)"
237,"tensor(13.9129, dtype=torch.float64)","tensor(19.6151, dtype=torch.float64)"
238,"tensor(14.8946, dtype=torch.float64)","tensor(25.4286, dtype=torch.float64)"
239,"tensor(10.8361, dtype=torch.float64)","tensor(17.0345, dtype=torch.float64)"
240,"tensor(20.0554, dtype=torch.float64)","tensor(27.8432, dtype=torch.float64)"
241,"tensor(9.1714, dtype=torch.float64)","tensor(15.4354, dtype=torch.float64)"
242,"tensor(15.5816, dtype=torch.float64)","tensor(21.9163, dtype=torch.float64)"
243,"tensor(38.9248, dtype=torch.float64)","tensor(43.9202, dtype=torch.float64)"
244,"tensor(13.0082, dtype=torch.float64)","tensor(17.4088, dtype=torch.float64)"
245,"tensor(17.9427, dtype=torch.float64)","tensor(25.3900, dtype=torch.float64)"
246,"tensor(10.4442, dtype=torch.float64)","tensor(16.0266, dtype=torch.float64)"
247,"tensor(14.9777, dtype=torch.float64)","tensor(17.6537, dtype=torch.float64)"
248,"tensor(11.7453, dtype=torch.float64)","tensor(19.9314, dtype=torch.float64)"
249,"tensor(7.9352, dtype=torch.float64)","tensor(12.4517, dtype=torch.float64)"
250,"tensor(8.3587, dtype=torch.float64)","tensor(13.5891, dtype=torch.float64)"
251,"tensor(15.9704, dtype=torch.float64)","tensor(20.5466, dtype=torch.float64)"
252,"tensor(9.6850, dtype=torch.float64)","tensor(17.9919, dtype=torch.float64)"
253,"tensor(14.9637, dtype=torch.float64)","tensor(22.8002, dtype=torch.float64)"
254,"tensor(27.8001, dtype=torch.float64)","tensor(33.8388, dtype=torch.float64)"
255,"tensor(25.3879, dtype=torch.float64)","tensor(32.4562, dtype=torch.float64)"
256,"tensor(11.8007, dtype=torch.float64)","tensor(18.2456, dtype=torch.float64)"
257,"tensor(9.2224, dtype=torch.float64)","tensor(12.8776, dtype=torch.float64)"
258,"tensor(19.7788, dtype=torch.float64)","tensor(24.4105, dtype=torch.float64)"
259,"tensor(9.3173, dtype=torch.float64)","tensor(16.4659, dtype=torch.float64)"
260,"tensor(12.9289, dtype=torch.float64)","tensor(16.7940, dtype=torch.float64)"
261,"tensor(16.1418, dtype=torch.float64)","tensor(24.5376, dtype=torch.float64)"
262,"tensor(9.0992, dtype=torch.float64)","tensor(14.9380, dtype=torch.float64)"
263,"tensor(9.4415, dtype=torch.float64)","tensor(14.9728, dtype=torch.float64)"
264,"tensor(16.6618, dtype=torch.float64)","tensor(26.1191, dtype=torch.float64)"
265,"tensor(13.2258, dtype=torch.float64)","tensor(19.8784, dtype=torch.float64)"
266,"tensor(10.4803, dtype=torch.float64)","tensor(14.1308, dtype=torch.float64)"
267,"tensor(9.9496, dtype=torch.float64)","tensor(14.4365, dtype=torch.float64)"
268,"tensor(24.1705, dtype=torch.float64)","tensor(32.2511, dtype=torch.float64)"
269,"tensor(13.7634, dtype=torch.float64)","tensor(18.7537, dtype=torch.float64)"
270,"tensor(16.7562, dtype=torch.float64)","tensor(19.9072, dtype=torch.float64)"
271,"tensor(8.6415, dtype=torch.float64)","tensor(12.5955, dtype=torch.float64)"
272,"tensor(10.4730, dtype=torch.float64)","tensor(18.8283, dtype=torch.float64)"
273,"tensor(14.1514, dtype=torch.float64)","tensor(22.3636, dtype=torch.float64)"
274,"tensor(9.1076, dtype=torch.float64)","tensor(14.7932, dtype=torch.float64)"
275,"tensor(28.1036, dtype=torch.float64)","tensor(35.4674, dtype=torch.float64)"
276,"tensor(11.2869, dtype=torch.float64)","tensor(15.9227, dtype=torch.float64)"
277,"tensor(16.6954, dtype=torch.float64)","tensor(27.3880, dtype=torch.float64)"
278,"tensor(12.4296, dtype=torch.float64)","tensor(20.5209, dtype=torch.float64)"
279,"tensor(25.3826, dtype=torch.float64)","tensor(34.0091, dtype=torch.float64)"
280,"tensor(26.1550, dtype=torch.float64)","tensor(36.2504, dtype=torch.float64)"
281,"tensor(20.7736, dtype=torch.float64)","tensor(25.2547, dtype=torch.float64)"
282,"tensor(9.5996, dtype=torch.float64)","tensor(14.6283, dtype=torch.float64)"
283,"tensor(10.7103, dtype=torch.float64)","tensor(14.3593, dtype=torch.float64)"
284,"tensor(25.7065, dtype=torch.float64)","tensor(29.8234, dtype=torch.float64)"
285,"tensor(11.3600, dtype=torch.float64)","tensor(15.6494, dtype=torch.float64)"
286,"tensor(15.0332, dtype=torch.float64)","tensor(21.2177, dtype=torch.float64)"
287,"tensor(29.9982, dtype=torch.float64)","tensor(31.8646, dtype=torch.float64)"
288,"tensor(33.6571, dtype=torch.float64)","tensor(37.7243, dtype=torch.float64)"
289,"tensor(14.3609, dtype=torch.float64)","tensor(24.5772, dtype=torch.float64)"
290,"tensor(10.0612, dtype=torch.float64)","tensor(13.7633, dtype=torch.float64)"
291,"tensor(22.9289, dtype=torch.float64)","tensor(31.3086, dtype=torch.float64)"
292,"tensor(10.4869, dtype=torch.float64)","tensor(17.0476, dtype=torch.float64)"
293,"tensor(40.8826, dtype=torch.float64)","tensor(43.4996, dtype=torch.float64)"
294,"tensor(16.0490, dtype=torch.float64)","tensor(19.0209, dtype=torch.float64)"
295,"tensor(12.4628, dtype=torch.float64)","tensor(19.5294, dtype=torch.float64)"
296,"tensor(11.1823, dtype=torch.float64)","tensor(16.3090, dtype=torch.float64)"
297,"tensor(9.1407, dtype=torch.float64)","tensor(13.2895, dtype=torch.float64)"
298,"tensor(8.5740, dtype=torch.float64)","tensor(14.7080, dtype=torch.float64)"
299,"tensor(24.2064, dtype=torch.float64)","tensor(30.8921, dtype=torch.float64)"
300,"tensor(14.5334, dtype=torch.float64)","tensor(19.5145, dtype=torch.float64)"
301,"tensor(10.2183, dtype=torch.float64)","tensor(14.0608, dtype=torch.float64)"
302,"tensor(26.9122, dtype=torch.float64)","tensor(31.0392, dtype=torch.float64)"
303,"tensor(31.6972, dtype=torch.float64)","tensor(47.0475, dtype=torch.float64)"
304,"tensor(31.7359, dtype=torch.float64)","tensor(35.0839, dtype=torch.float64)"
305,"tensor(20.9370, dtype=torch.float64)","tensor(28.0962, dtype=torch.float64)"
306,"tensor(38.8698, dtype=torch.float64)","tensor(46.1966, dtype=torch.float64)"
307,"tensor(19.6505, dtype=torch.float64)","tensor(24.3722, dtype=torch.float64)"
308,"tensor(14.2586, dtype=torch.float64)","tensor(20.5475, dtype=torch.float64)"
309,"tensor(19.2988, dtype=torch.float64)","tensor(26.0774, dtype=torch.float64)"
310,"tensor(12.9102, dtype=torch.float64)","tensor(15.9346, dtype=torch.float64)"
311,"tensor(10.3361, dtype=torch.float64)","tensor(19.7574, dtype=torch.float64)"
312,"tensor(13.9561, dtype=torch.float64)","tensor(22.0520, dtype=torch.float64)"
313,"tensor(16.0697, dtype=torch.float64)","tensor(19.8270, dtype=torch.float64)"
314,"tensor(12.4182, dtype=torch.float64)","tensor(16.3760, dtype=torch.float64)"
315,"tensor(8.4027, dtype=torch.float64)","tensor(12.7233, dtype=torch.float64)"
316,"tensor(14.4083, dtype=torch.float64)","tensor(23.8781, dtype=torch.float64)"
