Epoch,MAE,RMSE
317,"tensor(9.4718, dtype=torch.float64)","tensor(15.8081, dtype=torch.float64)"
318,"tensor(20.0019, dtype=torch.float64)","tensor(28.4124, dtype=torch.float64)"
319,"tensor(34.2964, dtype=torch.float64)","tensor(38.5385, dtype=torch.float64)"
320,"tensor(32.3972, dtype=torch.float64)","tensor(37.2777, dtype=torch.float64)"
321,"tensor(21.5955, dtype=torch.float64)","tensor(32.4091, dtype=torch.float64)"
322,"tensor(10.2349, dtype=torch.float64)","tensor(17.0663, dtype=torch.float64)"
323,"tensor(16.0849, dtype=torch.float64)","tensor(23.1772, dtype=torch.float64)"
324,"tensor(14.5722, dtype=torch.float64)","tensor(20.3248, dtype=torch.float64)"
325,"tensor(17.3368, dtype=torch.float64)","tensor(23.8350, dtype=torch.float64)"
326,"tensor(11.1822, dtype=torch.float64)","tensor(15.5437, dtype=torch.float64)"
327,"tensor(11.6852, dtype=torch.float64)","tensor(20.2620, dtype=torch.float64)"
328,"tensor(32.1940, dtype=torch.float64)","tensor(41.8990, dtype=torch.float64)"
329,"tensor(29.5120, dtype=torch.float64)","tensor(36.9890, dtype=torch.float64)"
330,"tensor(24.0584, dtype=torch.float64)","tensor(30.7674, dtype=torch.float64)"
331,"tensor(27.6177, dtype=torch.float64)","tensor(33.3575, dtype=torch.float64)"
332,"tensor(13.0107, dtype=torch.float64)","tensor(20.9466, dtype=torch.float64)"
333,"tensor(13.0751, dtype=torch.float64)","tensor(19.3866, dtype=torch.float64)"
334,"tensor(19.4118, dtype=torch.float64)","tensor(24.9341, dtype=torch.float64)"
335,"tensor(11.2561, dtype=torch.float64)","tensor(21.9483, dtype=torch.float64)"
336,"tensor(30.6834, dtype=torch.float64)","tensor(36.2898, dtype=torch.float64)"
337,"tensor(10.6607, dtype=torch.float64)","tensor(16.2616, dtype=torch.float64)"
338,"tensor(17.1459, dtype=torch.float64)","tensor(20.6344, dtype=torch.float64)"
339,"tensor(10.5500, dtype=torch.float64)","tensor(16.4418, dtype=torch.float64)"
340,"tensor(8.5195, dtype=torch.float64)","tensor(14.1553, dtype=torch.float64)"
341,"tensor(30.2249, dtype=torch.float64)","tensor(35.4022, dtype=torch.float64)"
342,"tensor(11.8637, dtype=torch.float64)","tensor(21.4394, dtype=torch.float64)"
343,"tensor(22.2017, dtype=torch.float64)","tensor(28.2083, dtype=torch.float64)"
344,"tensor(8.8271, dtype=torch.float64)","tensor(13.3918, dtype=torch.float64)"
345,"tensor(13.5831, dtype=torch.float64)","tensor(19.2808, dtype=torch.float64)"
346,"tensor(34.6034, dtype=torch.float64)","tensor(41.2606, dtype=torch.float64)"
347,"tensor(12.5374, dtype=torch.float64)","tensor(20.7369, dtype=torch.float64)"
348,"tensor(21.2369, dtype=torch.float64)","tensor(26.9367, dtype=torch.float64)"
349,"tensor(30.9158, dtype=torch.float64)","tensor(35.3750, dtype=torch.float64)"
350,"tensor(15.0824, dtype=torch.float64)","tensor(23.6182, dtype=torch.float64)"
351,"tensor(38.4203, dtype=torch.float64)","tensor(45.0086, dtype=torch.float64)"
352,"tensor(16.2130, dtype=torch.float64)","tensor(24.4443, dtype=torch.float64)"
353,"tensor(30.8458, dtype=torch.float64)","tensor(34.5732, dtype=torch.float64)"
354,"tensor(33.6514, dtype=torch.float64)","tensor(42.6972, dtype=torch.float64)"
355,"tensor(15.7848, dtype=torch.float64)","tensor(20.7516, dtype=torch.float64)"
356,"tensor(15.3759, dtype=torch.float64)","tensor(23.7261, dtype=torch.float64)"
357,"tensor(28.9541, dtype=torch.float64)","tensor(35.9515, dtype=torch.float64)"
358,"tensor(16.6340, dtype=torch.float64)","tensor(23.4371, dtype=torch.float64)"
359,"tensor(9.8302, dtype=torch.float64)","tensor(15.9746, dtype=torch.float64)"
360,"tensor(16.5148, dtype=torch.float64)","tensor(25.4799, dtype=torch.float64)"
361,"tensor(24.4247, dtype=torch.float64)","tensor(30.0036, dtype=torch.float64)"
362,"tensor(14.3230, dtype=torch.float64)","tensor(22.8710, dtype=torch.float64)"
363,"tensor(39.4895, dtype=torch.float64)","tensor(45.6406, dtype=torch.float64)"
364,"tensor(9.7662, dtype=torch.float64)","tensor(15.8131, dtype=torch.float64)"
365,"tensor(19.7703, dtype=torch.float64)","tensor(26.5126, dtype=torch.float64)"
366,"tensor(18.1243, dtype=torch.float64)","tensor(26.5087, dtype=torch.float64)"
367,"tensor(18.0137, dtype=torch.float64)","tensor(26.5021, dtype=torch.float64)"
368,"tensor(12.0090, dtype=torch.float64)","tensor(20.1791, dtype=torch.float64)"
369,"tensor(10.3257, dtype=torch.float64)","tensor(16.7555, dtype=torch.float64)"
370,"tensor(9.2308, dtype=torch.float64)","tensor(13.8736, dtype=torch.float64)"
371,"tensor(15.4787, dtype=torch.float64)","tensor(26.6249, dtype=torch.float64)"
372,"tensor(19.2596, dtype=torch.float64)","tensor(26.1927, dtype=torch.float64)"
373,"tensor(12.7618, dtype=torch.float64)","tensor(24.9341, dtype=torch.float64)"
374,"tensor(31.0725, dtype=torch.float64)","tensor(37.1790, dtype=torch.float64)"
375,"tensor(10.0814, dtype=torch.float64)","tensor(15.7210, dtype=torch.float64)"
376,"tensor(13.0374, dtype=torch.float64)","tensor(23.3687, dtype=torch.float64)"
377,"tensor(24.1362, dtype=torch.float64)","tensor(31.0031, dtype=torch.float64)"
378,"tensor(14.6364, dtype=torch.float64)","tensor(19.6423, dtype=torch.float64)"
379,"tensor(35.3938, dtype=torch.float64)","tensor(41.0195, dtype=torch.float64)"
380,"tensor(9.8193, dtype=torch.float64)","tensor(14.8272, dtype=torch.float64)"
381,"tensor(14.7137, dtype=torch.float64)","tensor(22.0196, dtype=torch.float64)"
382,"tensor(34.8758, dtype=torch.float64)","tensor(41.8467, dtype=torch.float64)"
383,"tensor(20.1861, dtype=torch.float64)","tensor(26.5364, dtype=torch.float64)"
384,"tensor(12.0776, dtype=torch.float64)","tensor(18.1424, dtype=torch.float64)"
385,"tensor(19.5333, dtype=torch.float64)","tensor(25.7662, dtype=torch.float64)"
386,"tensor(20.2682, dtype=torch.float64)","tensor(24.7009, dtype=torch.float64)"
387,"tensor(16.2638, dtype=torch.float64)","tensor(21.6990, dtype=torch.float64)"
388,"tensor(20.9948, dtype=torch.float64)","tensor(34.5611, dtype=torch.float64)"
389,"tensor(28.0031, dtype=torch.float64)","tensor(34.1930, dtype=torch.float64)"
390,"tensor(17.7121, dtype=torch.float64)","tensor(25.4590, dtype=torch.float64)"
391,"tensor(9.5893, dtype=torch.float64)","tensor(15.6265, dtype=torch.float64)"
392,"tensor(8.7151, dtype=torch.float64)","tensor(15.3958, dtype=torch.float64)"
393,"tensor(8.7217, dtype=torch.float64)","tensor(14.2983, dtype=torch.float64)"
394,"tensor(16.1291, dtype=torch.float64)","tensor(22.7385, dtype=torch.float64)"
395,"tensor(11.1153, dtype=torch.float64)","tensor(16.7456, dtype=torch.float64)"
396,"tensor(9.5559, dtype=torch.float64)","tensor(14.8901, dtype=torch.float64)"
397,"tensor(25.1586, dtype=torch.float64)","tensor(31.8420, dtype=torch.float64)"
398,"tensor(12.7720, dtype=torch.float64)","tensor(22.2735, dtype=torch.float64)"
399,"tensor(13.1845, dtype=torch.float64)","tensor(22.6071, dtype=torch.float64)"
400,"tensor(28.3349, dtype=torch.float64)","tensor(36.1571, dtype=torch.float64)"
401,"tensor(12.3981, dtype=torch.float64)","tensor(20.7565, dtype=torch.float64)"
402,"tensor(22.2677, dtype=torch.float64)","tensor(28.2869, dtype=torch.float64)"
403,"tensor(18.8655, dtype=torch.float64)","tensor(28.6599, dtype=torch.float64)"
404,"tensor(9.7139, dtype=torch.float64)","tensor(14.4531, dtype=torch.float64)"
405,"tensor(13.3035, dtype=torch.float64)","tensor(21.8851, dtype=torch.float64)"
406,"tensor(12.3915, dtype=torch.float64)","tensor(16.0222, dtype=torch.float64)"
407,"tensor(10.7771, dtype=torch.float64)","tensor(18.9763, dtype=torch.float64)"
408,"tensor(24.5236, dtype=torch.float64)","tensor(28.8571, dtype=torch.float64)"
409,"tensor(20.5340, dtype=torch.float64)","tensor(27.5038, dtype=torch.float64)"
410,"tensor(12.7987, dtype=torch.float64)","tensor(21.7132, dtype=torch.float64)"
411,"tensor(12.5979, dtype=torch.float64)","tensor(17.8108, dtype=torch.float64)"
412,"tensor(19.7902, dtype=torch.float64)","tensor(25.4748, dtype=torch.float64)"
413,"tensor(12.9693, dtype=torch.float64)","tensor(22.7611, dtype=torch.float64)"
414,"tensor(12.4080, dtype=torch.float64)","tensor(21.4899, dtype=torch.float64)"
415,"tensor(30.2833, dtype=torch.float64)","tensor(34.8747, dtype=torch.float64)"
416,"tensor(21.2355, dtype=torch.float64)","tensor(27.6227, dtype=torch.float64)"
417,"tensor(40.9866, dtype=torch.float64)","tensor(49.8729, dtype=torch.float64)"
418,"tensor(18.3479, dtype=torch.float64)","tensor(25.8377, dtype=torch.float64)"
419,"tensor(20.2009, dtype=torch.float64)","tensor(27.6722, dtype=torch.float64)"
420,"tensor(19.5228, dtype=torch.float64)","tensor(24.1519, dtype=torch.float64)"
421,"tensor(11.0844, dtype=torch.float64)","tensor(15.5640, dtype=torch.float64)"
422,"tensor(22.5637, dtype=torch.float64)","tensor(29.3145, dtype=torch.float64)"
423,"tensor(9.7046, dtype=torch.float64)","tensor(15.7509, dtype=torch.float64)"
424,"tensor(31.5624, dtype=torch.float64)","tensor(34.9368, dtype=torch.float64)"
425,"tensor(11.3049, dtype=torch.float64)","tensor(20.3454, dtype=torch.float64)"
426,"tensor(15.2092, dtype=torch.float64)","tensor(23.4759, dtype=torch.float64)"
427,"tensor(11.5897, dtype=torch.float64)","tensor(19.7405, dtype=torch.float64)"
428,"tensor(14.8879, dtype=torch.float64)","tensor(19.4336, dtype=torch.float64)"
429,"tensor(15.1054, dtype=torch.float64)","tensor(25.2442, dtype=torch.float64)"
430,"tensor(18.9594, dtype=torch.float64)","tensor(25.0854, dtype=torch.float64)"
431,"tensor(19.7608, dtype=torch.float64)","tensor(24.0182, dtype=torch.float64)"
432,"tensor(8.8509, dtype=torch.float64)","tensor(15.4938, dtype=torch.float64)"
433,"tensor(11.7455, dtype=torch.float64)","tensor(15.7524, dtype=torch.float64)"
434,"tensor(22.2202, dtype=torch.float64)","tensor(27.5603, dtype=torch.float64)"
435,"tensor(10.3768, dtype=torch.float64)","tensor(17.0964, dtype=torch.float64)"
436,"tensor(9.8378, dtype=torch.float64)","tensor(17.3480, dtype=torch.float64)"
437,"tensor(12.1563, dtype=torch.float64)","tensor(22.3646, dtype=torch.float64)"
438,"tensor(21.1670, dtype=torch.float64)","tensor(32.3571, dtype=torch.float64)"
439,"tensor(11.6646, dtype=torch.float64)","tensor(16.6424, dtype=torch.float64)"
440,"tensor(13.3798, dtype=torch.float64)","tensor(17.0688, dtype=torch.float64)"
441,"tensor(21.1125, dtype=torch.float64)","tensor(25.8512, dtype=torch.float64)"
442,"tensor(19.2989, dtype=torch.float64)","tensor(29.9504, dtype=torch.float64)"
443,"tensor(15.7531, dtype=torch.float64)","tensor(20.4859, dtype=torch.float64)"
444,"tensor(22.0372, dtype=torch.float64)","tensor(29.9414, dtype=torch.float64)"
445,"tensor(33.2564, dtype=torch.float64)","tensor(39.0969, dtype=torch.float64)"
446,"tensor(13.1663, dtype=torch.float64)","tensor(21.0221, dtype=torch.float64)"
447,"tensor(9.5977, dtype=torch.float64)","tensor(15.3714, dtype=torch.float64)"
448,"tensor(12.8495, dtype=torch.float64)","tensor(21.4625, dtype=torch.float64)"
449,"tensor(18.5988, dtype=torch.float64)","tensor(25.8766, dtype=torch.float64)"
450,"tensor(12.9066, dtype=torch.float64)","tensor(17.9185, dtype=torch.float64)"
451,"tensor(16.9340, dtype=torch.float64)","tensor(23.6809, dtype=torch.float64)"
452,"tensor(15.5172, dtype=torch.float64)","tensor(21.4329, dtype=torch.float64)"
453,"tensor(13.3989, dtype=torch.float64)","tensor(23.4141, dtype=torch.float64)"
454,"tensor(14.4900, dtype=torch.float64)","tensor(23.6311, dtype=torch.float64)"
455,"tensor(20.7762, dtype=torch.float64)","tensor(28.3797, dtype=torch.float64)"
456,"tensor(18.3181, dtype=torch.float64)","tensor(27.7884, dtype=torch.float64)"
457,"tensor(22.3333, dtype=torch.float64)","tensor(30.0971, dtype=torch.float64)"
458,"tensor(11.5602, dtype=torch.float64)","tensor(19.9482, dtype=torch.float64)"
459,"tensor(15.2758, dtype=torch.float64)","tensor(22.9634, dtype=torch.float64)"
460,"tensor(26.5367, dtype=torch.float64)","tensor(33.3306, dtype=torch.float64)"
461,"tensor(12.7497, dtype=torch.float64)","tensor(16.5124, dtype=torch.float64)"
462,"tensor(14.0101, dtype=torch.float64)","tensor(21.9354, dtype=torch.float64)"
463,"tensor(10.7128, dtype=torch.float64)","tensor(15.9846, dtype=torch.float64)"
464,"tensor(23.0704, dtype=torch.float64)","tensor(30.2545, dtype=torch.float64)"
465,"tensor(23.8460, dtype=torch.float64)","tensor(34.4407, dtype=torch.float64)"
466,"tensor(17.7088, dtype=torch.float64)","tensor(20.2428, dtype=torch.float64)"
467,"tensor(34.6483, dtype=torch.float64)","tensor(41.0416, dtype=torch.float64)"
468,"tensor(10.0873, dtype=torch.float64)","tensor(13.5322, dtype=torch.float64)"
469,"tensor(14.1739, dtype=torch.float64)","tensor(22.8123, dtype=torch.float64)"
470,"tensor(12.5894, dtype=torch.float64)","tensor(16.7691, dtype=torch.float64)"
471,"tensor(22.1175, dtype=torch.float64)","tensor(27.7049, dtype=torch.float64)"
472,"tensor(34.9551, dtype=torch.float64)","tensor(41.6488, dtype=torch.float64)"
473,"tensor(21.4745, dtype=torch.float64)","tensor(24.7688, dtype=torch.float64)"
474,"tensor(12.2521, dtype=torch.float64)","tensor(18.2267, dtype=torch.float64)"
475,"tensor(9.4285, dtype=torch.float64)","tensor(15.0427, dtype=torch.float64)"
476,"tensor(18.1994, dtype=torch.float64)","tensor(24.3125, dtype=torch.float64)"
477,"tensor(11.9345, dtype=torch.float64)","tensor(18.3170, dtype=torch.float64)"
478,"tensor(8.7502, dtype=torch.float64)","tensor(13.1932, dtype=torch.float64)"
479,"tensor(15.0689, dtype=torch.float64)","tensor(21.0734, dtype=torch.float64)"
480,"tensor(35.2336, dtype=torch.float64)","tensor(43.7139, dtype=torch.float64)"
481,"tensor(26.7895, dtype=torch.float64)","tensor(33.7845, dtype=torch.float64)"
482,"tensor(24.9300, dtype=torch.float64)","tensor(28.8031, dtype=torch.float64)"
483,"tensor(11.4305, dtype=torch.float64)","tensor(14.9127, dtype=torch.float64)"
484,"tensor(8.6712, dtype=torch.float64)","tensor(13.6716, dtype=torch.float64)"
485,"tensor(28.6342, dtype=torch.float64)","tensor(37.2643, dtype=torch.float64)"
486,"tensor(28.4014, dtype=torch.float64)","tensor(37.7000, dtype=torch.float64)"
487,"tensor(11.6493, dtype=torch.float64)","tensor(17.2883, dtype=torch.float64)"
488,"tensor(25.8227, dtype=torch.float64)","tensor(31.0806, dtype=torch.float64)"
489,"tensor(13.5577, dtype=torch.float64)","tensor(22.9836, dtype=torch.float64)"
490,"tensor(15.0580, dtype=torch.float64)","tensor(22.7135, dtype=torch.float64)"
491,"tensor(26.0667, dtype=torch.float64)","tensor(32.8778, dtype=torch.float64)"
492,"tensor(20.8201, dtype=torch.float64)","tensor(26.0244, dtype=torch.float64)"
493,"tensor(23.5175, dtype=torch.float64)","tensor(29.3842, dtype=torch.float64)"
494,"tensor(12.1461, dtype=torch.float64)","tensor(20.1204, dtype=torch.float64)"
495,"tensor(19.7227, dtype=torch.float64)","tensor(25.9736, dtype=torch.float64)"
496,"tensor(12.8554, dtype=torch.float64)","tensor(22.6858, dtype=torch.float64)"
497,"tensor(21.5995, dtype=torch.float64)","tensor(27.8163, dtype=torch.float64)"
498,"tensor(18.0615, dtype=torch.float64)","tensor(24.1352, dtype=torch.float64)"
499,"tensor(15.2944, dtype=torch.float64)","tensor(25.2965, dtype=torch.float64)"
500,"tensor(17.4001, dtype=torch.float64)","tensor(25.5726, dtype=torch.float64)"
501,"tensor(32.3195, dtype=torch.float64)","tensor(41.2879, dtype=torch.float64)"
502,"tensor(19.5243, dtype=torch.float64)","tensor(29.5762, dtype=torch.float64)"
503,"tensor(22.1898, dtype=torch.float64)","tensor(27.0325, dtype=torch.float64)"
504,"tensor(13.4695, dtype=torch.float64)","tensor(19.7802, dtype=torch.float64)"
505,"tensor(8.9186, dtype=torch.float64)","tensor(14.2399, dtype=torch.float64)"
506,"tensor(13.2668, dtype=torch.float64)","tensor(18.2837, dtype=torch.float64)"
507,"tensor(19.1855, dtype=torch.float64)","tensor(28.9602, dtype=torch.float64)"
508,"tensor(14.3300, dtype=torch.float64)","tensor(21.2249, dtype=torch.float64)"
509,"tensor(35.4264, dtype=torch.float64)","tensor(41.7190, dtype=torch.float64)"
510,"tensor(9.9843, dtype=torch.float64)","tensor(16.9231, dtype=torch.float64)"
511,"tensor(15.7616, dtype=torch.float64)","tensor(21.6634, dtype=torch.float64)"
512,"tensor(13.1258, dtype=torch.float64)","tensor(20.9733, dtype=torch.float64)"
513,"tensor(9.2839, dtype=torch.float64)","tensor(15.3031, dtype=torch.float64)"
514,"tensor(19.7969, dtype=torch.float64)","tensor(25.8211, dtype=torch.float64)"
515,"tensor(11.8182, dtype=torch.float64)","tensor(19.9523, dtype=torch.float64)"
516,"tensor(12.8352, dtype=torch.float64)","tensor(16.5551, dtype=torch.float64)"
517,"tensor(32.2792, dtype=torch.float64)","tensor(38.8657, dtype=torch.float64)"
518,"tensor(8.5462, dtype=torch.float64)","tensor(14.0365, dtype=torch.float64)"
519,"tensor(9.3452, dtype=torch.float64)","tensor(16.9411, dtype=torch.float64)"
520,"tensor(17.5927, dtype=torch.float64)","tensor(22.4841, dtype=torch.float64)"
521,"tensor(26.7423, dtype=torch.float64)","tensor(34.8013, dtype=torch.float64)"
522,"tensor(9.5623, dtype=torch.float64)","tensor(14.7492, dtype=torch.float64)"
523,"tensor(19.1848, dtype=torch.float64)","tensor(26.1764, dtype=torch.float64)"
524,"tensor(19.8343, dtype=torch.float64)","tensor(28.1824, dtype=torch.float64)"
525,"tensor(23.4255, dtype=torch.float64)","tensor(29.5003, dtype=torch.float64)"
526,"tensor(15.3067, dtype=torch.float64)","tensor(25.4358, dtype=torch.float64)"
527,"tensor(10.1129, dtype=torch.float64)","tensor(16.5304, dtype=torch.float64)"
528,"tensor(14.1257, dtype=torch.float64)","tensor(19.4607, dtype=torch.float64)"
529,"tensor(9.1390, dtype=torch.float64)","tensor(14.0893, dtype=torch.float64)"
530,"tensor(44.4997, dtype=torch.float64)","tensor(62.7436, dtype=torch.float64)"
531,"tensor(17.4899, dtype=torch.float64)","tensor(22.0515, dtype=torch.float64)"
532,"tensor(18.7181, dtype=torch.float64)","tensor(25.5403, dtype=torch.float64)"
533,"tensor(11.4406, dtype=torch.float64)","tensor(14.9714, dtype=torch.float64)"
534,"tensor(9.3840, dtype=torch.float64)","tensor(15.9530, dtype=torch.float64)"
535,"tensor(21.0997, dtype=torch.float64)","tensor(27.3421, dtype=torch.float64)"
536,"tensor(17.5647, dtype=torch.float64)","tensor(24.6683, dtype=torch.float64)"
537,"tensor(15.3129, dtype=torch.float64)","tensor(22.8985, dtype=torch.float64)"
538,"tensor(33.0249, dtype=torch.float64)","tensor(39.4893, dtype=torch.float64)"
539,"tensor(24.3093, dtype=torch.float64)","tensor(28.5183, dtype=torch.float64)"
540,"tensor(10.1349, dtype=torch.float64)","tensor(14.0764, dtype=torch.float64)"
541,"tensor(11.4849, dtype=torch.float64)","tensor(19.8623, dtype=torch.float64)"
542,"tensor(26.7118, dtype=torch.float64)","tensor(33.4911, dtype=torch.float64)"
543,"tensor(11.6205, dtype=torch.float64)","tensor(16.7341, dtype=torch.float64)"
544,"tensor(27.5923, dtype=torch.float64)","tensor(32.9010, dtype=torch.float64)"
545,"tensor(9.9809, dtype=torch.float64)","tensor(16.9831, dtype=torch.float64)"
546,"tensor(9.7795, dtype=torch.float64)","tensor(17.2580, dtype=torch.float64)"
547,"tensor(15.4548, dtype=torch.float64)","tensor(24.0684, dtype=torch.float64)"
548,"tensor(21.6834, dtype=torch.float64)","tensor(27.7842, dtype=torch.float64)"
549,"tensor(18.9359, dtype=torch.float64)","tensor(24.7255, dtype=torch.float64)"
550,"tensor(12.0416, dtype=torch.float64)","tensor(20.3998, dtype=torch.float64)"
551,"tensor(16.4175, dtype=torch.float64)","tensor(22.6225, dtype=torch.float64)"
552,"tensor(16.0952, dtype=torch.float64)","tensor(22.6557, dtype=torch.float64)"
553,"tensor(17.1129, dtype=torch.float64)","tensor(24.6395, dtype=torch.float64)"
554,"tensor(28.3743, dtype=torch.float64)","tensor(35.8302, dtype=torch.float64)"
555,"tensor(24.2072, dtype=torch.float64)","tensor(33.0516, dtype=torch.float64)"
556,"tensor(10.3161, dtype=torch.float64)","tensor(17.9465, dtype=torch.float64)"
557,"tensor(8.6683, dtype=torch.float64)","tensor(13.6094, dtype=torch.float64)"
558,"tensor(13.4664, dtype=torch.float64)","tensor(16.6210, dtype=torch.float64)"
559,"tensor(19.7629, dtype=torch.float64)","tensor(26.6279, dtype=torch.float64)"
560,"tensor(8.9713, dtype=torch.float64)","tensor(15.1773, dtype=torch.float64)"
561,"tensor(12.5764, dtype=torch.float64)","tensor(21.7011, dtype=torch.float64)"
562,"tensor(20.1946, dtype=torch.float64)","tensor(29.8413, dtype=torch.float64)"
563,"tensor(25.8396, dtype=torch.float64)","tensor(31.9707, dtype=torch.float64)"
564,"tensor(25.2147, dtype=torch.float64)","tensor(32.3989, dtype=torch.float64)"
565,"tensor(23.1469, dtype=torch.float64)","tensor(28.9562, dtype=torch.float64)"
566,"tensor(11.5594, dtype=torch.float64)","tensor(15.3685, dtype=torch.float64)"
567,"tensor(27.5675, dtype=torch.float64)","tensor(32.7292, dtype=torch.float64)"
568,"tensor(27.8994, dtype=torch.float64)","tensor(36.7732, dtype=torch.float64)"
569,"tensor(22.9724, dtype=torch.float64)","tensor(30.1309, dtype=torch.float64)"
570,"tensor(18.8200, dtype=torch.float64)","tensor(24.4241, dtype=torch.float64)"
571,"tensor(10.9148, dtype=torch.float64)","tensor(18.6566, dtype=torch.float64)"
572,"tensor(12.4727, dtype=torch.float64)","tensor(20.2851, dtype=torch.float64)"
573,"tensor(29.2306, dtype=torch.float64)","tensor(36.9997, dtype=torch.float64)"
574,"tensor(14.6184, dtype=torch.float64)","tensor(23.6758, dtype=torch.float64)"
575,"tensor(9.2048, dtype=torch.float64)","tensor(15.0994, dtype=torch.float64)"
576,"tensor(14.9172, dtype=torch.float64)","tensor(23.7807, dtype=torch.float64)"
577,"tensor(23.9549, dtype=torch.float64)","tensor(27.4629, dtype=torch.float64)"
578,"tensor(15.4881, dtype=torch.float64)","tensor(20.8512, dtype=torch.float64)"
579,"tensor(23.8545, dtype=torch.float64)","tensor(31.7472, dtype=torch.float64)"
580,"tensor(22.1148, dtype=torch.float64)","tensor(28.0243, dtype=torch.float64)"
581,"tensor(21.4871, dtype=torch.float64)","tensor(29.9499, dtype=torch.float64)"
582,"tensor(20.6116, dtype=torch.float64)","tensor(27.2305, dtype=torch.float64)"
583,"tensor(13.1754, dtype=torch.float64)","tensor(19.3097, dtype=torch.float64)"
584,"tensor(8.6929, dtype=torch.float64)","tensor(14.4221, dtype=torch.float64)"
585,"tensor(10.5191, dtype=torch.float64)","tensor(19.2045, dtype=torch.float64)"
586,"tensor(19.6571, dtype=torch.float64)","tensor(26.1448, dtype=torch.float64)"
587,"tensor(9.8195, dtype=torch.float64)","tensor(17.6681, dtype=torch.float64)"
588,"tensor(11.5410, dtype=torch.float64)","tensor(18.5489, dtype=torch.float64)"
589,"tensor(23.8698, dtype=torch.float64)","tensor(29.2810, dtype=torch.float64)"
590,"tensor(30.8700, dtype=torch.float64)","tensor(36.6639, dtype=torch.float64)"
591,"tensor(15.2095, dtype=torch.float64)","tensor(21.1829, dtype=torch.float64)"
592,"tensor(13.5535, dtype=torch.float64)","tensor(23.2546, dtype=torch.float64)"
593,"tensor(13.9571, dtype=torch.float64)","tensor(19.3591, dtype=torch.float64)"
594,"tensor(15.3588, dtype=torch.float64)","tensor(25.3917, dtype=torch.float64)"
595,"tensor(15.4577, dtype=torch.float64)","tensor(23.2475, dtype=torch.float64)"
596,"tensor(10.5335, dtype=torch.float64)","tensor(18.5887, dtype=torch.float64)"
597,"tensor(17.5117, dtype=torch.float64)","tensor(25.9029, dtype=torch.float64)"
598,"tensor(12.3031, dtype=torch.float64)","tensor(16.1881, dtype=torch.float64)"
599,"tensor(23.7130, dtype=torch.float64)","tensor(30.3979, dtype=torch.float64)"
600,"tensor(17.7415, dtype=torch.float64)","tensor(24.9679, dtype=torch.float64)"
601,"tensor(11.0305, dtype=torch.float64)","tensor(17.2440, dtype=torch.float64)"
602,"tensor(12.1884, dtype=torch.float64)","tensor(17.5434, dtype=torch.float64)"
603,"tensor(17.7041, dtype=torch.float64)","tensor(26.1874, dtype=torch.float64)"
604,"tensor(27.5627, dtype=torch.float64)","tensor(32.6477, dtype=torch.float64)"
605,"tensor(14.1193, dtype=torch.float64)","tensor(22.2483, dtype=torch.float64)"
606,"tensor(23.9172, dtype=torch.float64)","tensor(32.0203, dtype=torch.float64)"
607,"tensor(10.6296, dtype=torch.float64)","tensor(16.8848, dtype=torch.float64)"
608,"tensor(34.1777, dtype=torch.float64)","tensor(40.4323, dtype=torch.float64)"
609,"tensor(10.2403, dtype=torch.float64)","tensor(16.5569, dtype=torch.float64)"
610,"tensor(19.4242, dtype=torch.float64)","tensor(28.1345, dtype=torch.float64)"
611,"tensor(8.9385, dtype=torch.float64)","tensor(13.4743, dtype=torch.float64)"
612,"tensor(9.4156, dtype=torch.float64)","tensor(15.3207, dtype=torch.float64)"
613,"tensor(19.3761, dtype=torch.float64)","tensor(24.4829, dtype=torch.float64)"
614,"tensor(28.8678, dtype=torch.float64)","tensor(36.1439, dtype=torch.float64)"
615,"tensor(10.0113, dtype=torch.float64)","tensor(16.7066, dtype=torch.float64)"
616,"tensor(27.7288, dtype=torch.float64)","tensor(37.0093, dtype=torch.float64)"
617,"tensor(11.2271, dtype=torch.float64)","tensor(17.2210, dtype=torch.float64)"
618,"tensor(25.0758, dtype=torch.float64)","tensor(33.0883, dtype=torch.float64)"
619,"tensor(13.7384, dtype=torch.float64)","tensor(21.8018, dtype=torch.float64)"
620,"tensor(9.6497, dtype=torch.float64)","tensor(14.7200, dtype=torch.float64)"
621,"tensor(9.7298, dtype=torch.float64)","tensor(16.2930, dtype=torch.float64)"
622,"tensor(13.3888, dtype=torch.float64)","tensor(19.2573, dtype=torch.float64)"
623,"tensor(25.7808, dtype=torch.float64)","tensor(33.2431, dtype=torch.float64)"
624,"tensor(20.6941, dtype=torch.float64)","tensor(26.6904, dtype=torch.float64)"
625,"tensor(13.7353, dtype=torch.float64)","tensor(19.3812, dtype=torch.float64)"
626,"tensor(26.9213, dtype=torch.float64)","tensor(32.6659, dtype=torch.float64)"
627,"tensor(9.6971, dtype=torch.float64)","tensor(13.7434, dtype=torch.float64)"
628,"tensor(20.7337, dtype=torch.float64)","tensor(27.3020, dtype=torch.float64)"
629,"tensor(11.1941, dtype=torch.float64)","tensor(16.4928, dtype=torch.float64)"
630,"tensor(31.3842, dtype=torch.float64)","tensor(35.1704, dtype=torch.float64)"
631,"tensor(14.9554, dtype=torch.float64)","tensor(22.8790, dtype=torch.float64)"
632,"tensor(11.2599, dtype=torch.float64)","tensor(15.9086, dtype=torch.float64)"
633,"tensor(8.8881, dtype=torch.float64)","tensor(15.2016, dtype=torch.float64)"
