Epoch,Train_Loss,Val_MAE,Learning_Rate
146,1.021654,9.214249,0.0000001000
147,1.015967,9.916771,0.0000001000
148,1.020478,9.176599,0.0000001000
149,1.009148,9.419781,0.0000001000
150,1.017342,9.303995,0.0000001000
151,1.014296,10.324656,0.0000001000
152,1.028332,9.905928,0.0000001000
153,1.008986,9.208879,0.0000001000
154,1.004491,9.079483,0.0000001000
155,0.999648,9.849584,0.0000001000
156,0.999623,10.740803,0.0000001000
157,1.002587,9.095631,0.0000001000
158,0.987445,12.245605,0.0000001000
159,1.010424,20.203049,0.0000001000
160,0.991837,9.027965,0.0000001000
161,0.983591,9.278491,0.0000001000
162,0.982112,9.108987,0.0000001000
163,1.005254,10.273314,0.0000001000
164,0.983178,9.437637,0.0000001000
165,0.967872,9.336234,0.0000001000
166,0.969995,9.214620,0.0000001000
167,0.968028,10.027380,0.0000001000
168,0.963947,9.409960,0.0000001000
169,1.022640,9.869377,0.0000001000
170,0.959152,9.029023,0.0000001000
171,0.966350,10.699806,0.0000001000
172,0.954762,8.967492,0.0000001000
173,0.953223,8.903981,0.0000001000
174,0.950665,9.673196,0.0000001000
175,0.951323,9.375561,0.0000001000
176,0.970144,13.415253,0.0000001000
177,0.947168,9.064234,0.0000001000
178,0.950269,9.997382,0.0000001000
179,1.002505,9.798916,0.0000001000
180,0.958226,9.885796,0.0000001000
181,0.947767,10.123551,0.0000001000
182,0.937522,10.499034,0.0000001000
183,0.934411,11.524985,0.0000001000
184,0.933134,9.131835,0.0000001000
185,0.931239,8.883965,0.0000001000
186,0.939235,10.501525,0.0000001000
187,0.937299,11.330832,0.0000001000
188,0.922363,10.079828,0.0000001000
189,0.920121,8.939702,0.0000001000
190,0.917660,9.424121,0.0000001000
191,0.932647,13.886506,0.0000001000
192,0.934926,8.948126,0.0000001000
193,0.916288,9.049499,0.0000001000
194,1.059223,9.225134,0.0000001000
195,0.910317,9.345528,0.0000001000
196,0.912643,15.756143,0.0000001000
197,0.910281,8.877272,0.0000001000
198,0.899474,13.697164,0.0000001000
199,0.904675,8.777835,0.0000001000
200,0.947212,9.123178,0.0000001000
201,0.897121,9.333919,0.0000001000
202,0.895774,8.934246,0.0000001000
203,0.912677,9.928323,0.0000001000
204,0.891860,9.412871,0.0000001000
205,0.910731,8.763022,0.0000001000
206,0.895163,9.113605,0.0000001000
207,0.892727,9.255886,0.0000001000
208,0.888352,8.979043,0.0000001000
209,0.886447,8.866000,0.0000001000
210,0.923249,10.712631,0.0000001000
211,0.929666,9.387869,0.0000001000
212,0.875277,9.816057,0.0000001000
213,0.871617,9.151155,0.0000001000
214,0.869494,8.661295,0.0000001000
215,0.871465,8.645633,0.0000001000
216,0.877025,8.670655,0.0000001000
217,0.879349,14.077937,0.0000001000
218,0.869332,8.731355,0.0000001000
219,0.861328,8.955721,0.0000001000
220,0.866611,10.939812,0.0000001000
221,0.864508,9.492190,0.0000001000
222,0.854407,9.023134,0.0000001000
223,0.857070,9.277631,0.0000001000
224,0.902885,9.597021,0.0000001000
225,0.853743,9.427344,0.0000001000
226,0.860498,9.073453,0.0000001000
227,0.848623,8.742703,0.0000001000
228,0.857907,10.901626,0.0000001000
229,0.883763,8.659373,0.0000001000
230,0.846776,8.927355,0.0000001000
231,0.844877,9.964187,0.0000001000
232,0.848601,8.932071,0.0000001000
233,0.844327,8.871318,0.0000001000
234,0.903496,11.239477,0.0000001000
235,0.848315,8.562037,0.0000001000
236,0.840083,11.514597,0.0000001000
237,0.852365,9.944687,0.0000001000
238,0.832767,8.770898,0.0000001000
239,0.882491,11.933406,0.0000001000
240,0.841543,8.721540,0.0000001000
241,0.830301,8.605627,0.0000001000
242,0.829747,8.756164,0.0000001000
243,0.824364,8.954020,0.0000001000
244,0.826495,11.650374,0.0000001000
245,0.821664,8.690930,0.0000001000
246,0.848625,9.364243,0.0000001000
247,0.818876,8.827698,0.0000001000
248,0.860349,8.572122,0.0000001000
249,0.821652,8.594055,0.0000001000
250,0.823152,9.351604,0.0000001000
251,0.814185,8.533504,0.0000001000
252,0.816311,8.778104,0.0000001000
253,0.815910,8.602436,0.0000001000
254,0.810863,11.001976,0.0000001000
255,0.805024,8.683381,0.0000001000
256,0.810472,8.963384,0.0000001000
257,0.816442,8.552446,0.0000001000
258,0.863809,8.570060,0.0000001000
259,0.802798,8.679749,0.0000001000
260,0.801784,8.872066,0.0000001000
261,0.800171,8.691494,0.0000001000
262,0.794321,8.610583,0.0000001000
263,0.820210,9.477484,0.0000001000
264,0.810175,8.684298,0.0000001000
265,0.792415,8.775675,0.0000001000
266,0.794890,9.614831,0.0000001000
267,0.791436,8.680655,0.0000001000
268,0.795565,12.933928,0.0000001000
269,0.818854,8.694311,0.0000001000
270,0.791712,9.747208,0.0000001000
271,0.784991,8.692630,0.0000001000
