Epoch,Train_Loss,Val_MAE,Learning_Rate
1,19.651424,72.838432,0.0000001000
2,19.481790,67.849945,0.0000001000
3,19.074423,62.966465,0.0000001000
4,17.370456,49.576504,0.0000001000
5,11.765875,22.595608,0.0000001000
6,8.786070,19.383917,0.0000001000
7,7.622363,20.247614,0.0000001000
8,6.850316,29.867661,0.0000001000
9,6.325250,19.816299,0.0000001000
10,5.951116,16.943439,0.0000001000
11,5.606548,16.359690,0.0000001000
12,5.422258,23.517199,0.0000001000
13,5.186378,20.353563,0.0000001000
14,5.030122,32.589985,0.0000001000
15,4.887009,19.205927,0.0000001000
16,4.803487,13.395316,0.0000001000
17,4.669576,13.055207,0.0000001000
18,4.582785,17.585165,0.0000001000
19,4.415072,12.352302,0.0000001000
20,4.336866,24.532877,0.0000001000
21,4.287537,12.237336,0.0000001000
22,4.175897,13.652041,0.0000001000
23,4.149324,22.899382,0.0000001000
24,4.014218,15.234770,0.0000001000
25,4.017415,19.929401,0.0000001000
26,3.964813,26.070026,0.0000001000
27,3.871802,15.452850,0.0000001000
28,3.851489,13.895350,0.0000001000
29,3.755826,11.726217,0.0000001000
30,3.723658,16.170357,0.0000001000
31,3.654540,12.656780,0.0000001000
32,3.669881,11.186276,0.0000001000
33,3.554500,12.570670,0.0000001000
34,3.512779,17.442591,0.0000001000
35,3.486437,13.533386,0.0000001000
36,3.480161,10.976399,0.0000001000
37,3.423532,22.263140,0.0000001000
38,3.418345,13.722688,0.0000001000
39,3.351319,19.346394,0.0000001000
40,3.389357,78.068321,0.0000001000
41,3.329138,12.274487,0.0000001000
42,3.279604,18.696791,0.0000001000
43,3.302454,28.095728,0.0000001000
44,3.240393,13.944055,0.0000001000
45,3.209710,10.938330,0.0000001000
46,3.162836,11.949208,0.0000001000
47,3.134622,11.535162,0.0000001000
48,3.158655,12.009526,0.0000001000
49,3.101327,10.806129,0.0000001000
50,3.100809,13.674015,0.0000001000
51,3.071380,17.749672,0.0000001000
52,3.022450,13.344564,0.0000001000
53,3.013473,13.535453,0.0000001000
54,3.035295,11.355852,0.0000001000
55,2.977585,12.104847,0.0000001000
56,2.967179,11.151814,0.0000001000
57,3.050582,11.353196,0.0000001000
58,2.950591,14.182238,0.0000001000
59,2.912931,12.650809,0.0000001000
60,2.887041,10.312972,0.0000001000
61,2.941520,12.588983,0.0000001000
62,2.865088,11.475060,0.0000001000
63,2.880620,10.137154,0.0000001000
64,2.802721,10.267824,0.0000001000
65,2.827824,11.576520,0.0000001000
66,2.818597,9.973702,0.0000001000
67,2.778420,9.945577,0.0000001000
68,2.761827,14.830090,0.0000001000
69,2.736729,14.764959,0.0000001000
70,2.732317,10.661008,0.0000001000
71,2.742734,20.930449,0.0000001000
72,2.734343,9.945389,0.0000001000
73,2.707235,10.247625,0.0000001000
74,2.711450,9.894938,0.0000001000
75,2.686326,9.909280,0.0000001000
76,2.676278,11.617308,0.0000001000
77,2.658964,10.098319,0.0000001000
78,2.625119,10.505125,0.0000001000
79,2.666027,11.563613,0.0000001000
80,2.625967,10.065047,0.0000001000
81,2.625069,9.850753,0.0000001000
82,2.644295,10.957674,0.0000001000
83,2.575060,9.696534,0.0000001000
84,2.560398,9.848306,0.0000001000
85,2.548342,12.345259,0.0000001000
86,2.602478,10.218829,0.0000001000
87,2.579070,20.642853,0.0000001000
88,2.547734,10.141326,0.0000001000
89,2.521144,11.176752,0.0000001000
90,2.592647,12.858882,0.0000001000
91,2.498220,9.475278,0.0000001000
92,2.482113,9.616440,0.0000001000
93,2.467397,9.458218,0.0000001000
94,2.466694,9.913020,0.0000001000
95,2.505950,10.135407,0.0000001000
96,2.477496,9.411569,0.0000001000
97,2.554272,21.233299,0.0000001000
98,2.433985,11.034157,0.0000001000
99,2.422920,9.715041,0.0000001000
100,2.545729,10.633320,0.0000001000
101,2.401539,9.880864,0.0000001000
102,2.426457,9.324688,0.0000001000
103,2.388458,9.447327,0.0000001000
104,2.383417,10.213760,0.0000001000
105,2.389983,9.466736,0.0000001000
106,2.410962,9.329859,0.0000001000
107,2.360737,9.497601,0.0000001000
108,2.359524,9.495578,0.0000001000
109,2.328615,9.343741,0.0000001000
110,2.328737,13.862844,0.0000001000
111,2.395107,9.737749,0.0000001000
112,2.312894,12.151797,0.0000001000
113,2.340530,9.195730,0.0000001000
114,2.306809,9.533611,0.0000001000
115,2.341697,10.367177,0.0000001000
116,2.286621,9.744704,0.0000001000
117,2.308809,12.983215,0.0000001000
118,2.484170,9.162831,0.0000001000
119,2.279442,9.371469,0.0000001000
120,2.287904,10.125143,0.0000001000
121,2.354106,10.324547,0.0000001000
122,2.248977,9.471416,0.0000001000
123,2.255630,9.210969,0.0000001000
124,2.253784,9.347871,0.0000001000
125,2.228923,11.999979,0.0000001000
126,2.232905,10.233115,0.0000001000
127,2.270433,9.156037,0.0000001000
128,2.230049,21.923168,0.0000001000
129,2.428748,9.416866,0.0000001000
130,2.202595,14.109611,0.0000001000
131,2.268888,10.292817,0.0000001000
132,2.191827,24.048191,0.0000001000
133,2.189782,9.726334,0.0000001000
134,2.234302,9.788116,0.0000001000
135,2.182286,9.711134,0.0000001000
136,2.181803,12.268803,0.0000001000
137,2.160646,9.247866,0.0000001000
138,2.165797,9.478196,0.0000001000
139,2.167478,9.082883,0.0000001000
140,2.129354,9.360685,0.0000001000
141,2.161791,9.411174,0.0000001000
142,2.130447,9.390426,0.0000001000
143,2.132548,10.389003,0.0000001000
144,2.128722,9.201791,0.0000001000
145,2.143524,11.260387,0.0000001000
146,2.106687,9.303661,0.0000001000
147,2.129798,12.254292,0.0000001000
148,2.109986,11.808451,0.0000001000
149,2.086862,17.335348,0.0000001000
150,2.078244,9.037115,0.0000001000
151,2.069881,10.650772,0.0000001000
152,2.133180,12.051664,0.0000001000
153,2.132243,9.480752,0.0000001000
154,2.239001,9.263657,0.0000001000
155,2.095001,8.974623,0.0000001000
156,2.046286,10.743843,0.0000001000
157,2.093102,12.487101,0.0000001000
158,2.030052,10.218487,0.0000001000
159,2.055612,9.277274,0.0000001000
160,2.030219,11.328641,0.0000001000
161,2.069120,8.892737,0.0000001000
162,2.113362,8.761378,0.0000001000
163,2.033830,8.981791,0.0000001000
164,2.008782,8.943697,0.0000001000
165,2.043221,9.313337,0.0000001000
166,2.011166,9.374951,0.0000001000
167,2.005829,10.308673,0.0000001000
168,1.980526,9.359608,0.0000001000
169,1.986416,9.229761,0.0000001000
170,2.004322,8.832504,0.0000001000
171,2.069658,9.420698,0.0000001000
172,2.023868,8.879625,0.0000001000
173,1.970504,14.507122,0.0000001000
174,1.988861,9.166494,0.0000001000
175,1.983911,10.051245,0.0000001000
176,1.951015,8.719859,0.0000001000
177,1.958797,10.216088,0.0000001000
178,1.965054,8.818867,0.0000001000
179,1.931313,8.774742,0.0000001000
180,1.989541,9.113479,0.0000001000
181,1.940426,9.320039,0.0000001000
182,1.947403,8.638195,0.0000001000
183,2.012101,9.227978,0.0000001000
184,1.975655,8.868526,0.0000001000
185,2.345444,9.153698,0.0000001000
186,1.919468,10.142931,0.0000001000
187,1.904320,9.500005,0.0000001000
188,1.901400,9.095500,0.0000001000
189,1.909828,13.277645,0.0000001000
190,1.902250,9.447656,0.0000001000
191,1.884413,8.796633,0.0000001000
192,1.875560,9.653620,0.0000001000
193,1.982272,11.688649,0.0000001000
194,1.909170,13.196197,0.0000001000
195,1.874634,10.505212,0.0000001000
196,1.894416,8.552578,0.0000001000
197,1.862982,9.298992,0.0000001000
198,1.896599,10.595216,0.0000001000
199,1.855692,8.820137,0.0000001000
200,1.879818,9.340905,0.0000001000
201,1.859199,8.886982,0.0000001000
202,1.846556,8.563807,0.0000001000
203,1.835440,8.859264,0.0000001000
204,1.833104,8.602699,0.0000001000
205,1.832482,8.580114,0.0000001000
206,1.825290,8.835710,0.0000001000
207,1.822439,8.562910,0.0000001000
208,1.806153,12.112989,0.0000001000
209,1.813379,8.542841,0.0000001000
210,1.812520,9.991211,0.0000001000
211,1.816064,9.393818,0.0000001000
212,1.808370,8.508657,0.0000001000
213,1.798569,8.602147,0.0000001000
214,1.842161,10.080629,0.0000001000
215,1.796041,9.975610,0.0000001000
216,1.803505,8.830338,0.0000001000
217,1.785973,8.888648,0.0000001000
218,1.775564,8.527701,0.0000001000
219,1.830526,8.707881,0.0000001000
220,1.763257,9.000186,0.0000001000
221,1.790471,9.107629,0.0000001000
222,1.787791,8.983285,0.0000001000
223,1.746957,8.774523,0.0000001000
224,1.871447,12.341265,0.0000001000
225,1.765976,9.162595,0.0000001000
226,1.761083,8.548103,0.0000001000
227,1.759893,9.263769,0.0000001000
228,1.820140,43.090202,0.0000001000
229,1.796004,10.379704,0.0000001000
230,1.727331,8.538110,0.0000001000
231,1.728059,9.310298,0.0000001000
232,1.781241,8.545247,0.0000001000
